Item Number,List Price,Cost Column 1 Price,Item Weight,UPS Indicator
RCPR56SU50PLEGN,1761.41,611.60,77.000,Y
RCPR93400BK,690.56,246.71,39.021,Y
RCPR93400SM,690.56,246.71,39.021,Y
RCPRC4,12.61,4.51,0.100,Y
RCPRSW2,9.27,4.26,0.300,Y
RCPS216,109.87,39.25,1.000,Y
RCPS226,136.59,48.79,1.000,Y
RCPS25,54.35,23.33,27.000,Y
RCPS299,31.93,11.41,0.660,Y
RCPS3EGBKPL,1004.93,394.09,49.934,Y
RCPS3EPBKPL,1004.93,394.09,46.000,Y
RCPS3ETBK,1004.93,359.03,46.000,Y
RCPS3ETHBZPL,961.68,343.58,46.000,Y
RCPS3ETSMPL,961.68,366.03,46.000,Y
RCPS3SSGBKPL,1495.04,548.42,46.000,Y
RCPS3SSTBKPL,1495.04,534.13,56.658,Y
RCPS3SSTSSPL,1451.79,524.19,46.000,N
RCPS55ETBK,1326.49,499.93,70.000,N
RCPS55ETSMPLBK,1326.49,499.93,70.000,N
RCPS55ETWSBKPL,1643.62,576.47,70.000,N
RCPS55SSTSSPL,2407.61,860.16,70.000,N
RCPSBR52,506.88,181.09,35.000,Y
RCPSBR52COB,506.88,181.09,35.000,Y
RCPSBR52EBK,506.88,181.09,35.000,Y
RCPSBR52EGRN,506.88,181.09,35.000,Y
RCPSBR52RD,506.88,181.09,35.000,Y
RCPSC10EPLSM,803.04,334.60,21.000,Y
RCPSC10EPLTBK,777.95,277.94,21.000,Y
RCPSC10ERBTBK,741.92,265.91,13.117,Y
RCPSC10SSPL,1037.42,370.64,19.000,Y
RCPSC14EPLSM,851.04,304.05,30.000,Y
RCPSC14EPLTBK,851.04,304.05,35.000,Y
RCPSC14ERBSM,786.16,338.13,29.000,Y
RCPSC14SSPL,1211.42,432.81,28.219,Y
RCPSC18EPLDP,1041.41,382.62,46.000,Y
RCPSC18EPLSM,1041.41,382.62,38.000,Y
RCPSC18EPLTBK,1041.41,372.06,46.000,Y
RCPSC18ERBSM,926.09,398.32,39.000,Y
RCPSC18ERBTBK,926.09,330.86,39.000,Y
RCPSC18SSPL,1618.01,578.07,44.000,Y
RCPSC22EPLDP,1348.25,502.48,60.000,Y
RCPSC22EPLSM,1348.25,502.48,60.000,Y
RCPSC22EPLTBK,1348.25,481.69,60.000,Y
RCPSC22ERBSM,1198.31,482.13,51.000,Y
RCPSH12EPLDP,567.11,202.61,25.000,Y
RCPSH12EPLSM,567.11,202.61,25.000,Y
RCPSH12EPLTBK,567.11,202.61,25.000,Y
RCPSH12SSPL,884.24,336.69,26.000,Y
RCPSO1220B,490.08,175.09,28.000,Y
RCPSO12SSS,807.21,290.78,28.000,Y
RCPSO1610GLBLK,390.26,139.42,24.000,Y
RCPSO1620GLANT,390.26,146.04,24.000,Y
RCPSO16EGL,390.26,139.42,22.002,Y
RCPSO16SBSGL,768.37,301.14,24.000,Y
RCPSO16SSSGL,678.56,251.25,27.000,Y
RCPSO16SUEGL,492.13,202.92,24.000,Y
RCPSO16SUSSSGL,765.05,273.32,22.000,Y
RCPSO17SBBRGL,470.77,172.17,27.000,Y
RCPSO17SUSBBR,586.71,209.61,27.000,Y
RCPSO17SUSCGRGL,586.71,209.61,27.000,Y
RCPSO810BPL,409.39,146.25,15.000,Y
RCPSO820A,422.59,176.08,26.000,Y
RCPSO820BPL,409.39,146.25,37.000,Y
RCPSO820PLANT,409.39,146.25,26.000,Y
RCPSO8SBS,769.76,275.01,25.000,Y
RCPSO8SSSPL,697.69,249.26,16.000,Y
RCPSO8SU20BPL,525.33,187.68,26.000,Y
RCPSO8SUSBSPL,813.91,338.03,0.000,Y
RCPSO8SUSSSPL,813.63,290.68,25.000,Y
RCPSR14EPLDP,924.89,330.43,34.000,Y
RCPSR14EPLSM,924.89,330.43,28.000,Y
RCPSR14EPLTBK,924.89,330.43,34.000,Y
RCPSR14ERBSM,860.03,307.26,28.880,Y
RCPSR14SSPL,1285.26,552.80,0.000,Y
RCPSR18EPLDP,1075.01,434.48,34.000,Y
RCPSR18EPLSM,1041.41,382.62,43.000,N
RCPSR18ERBSM,926.09,343.06,1.000,Y
RCPSR18ERBTBK,926.09,330.86,35.000,Y
RCPSR18SSPL,1618.01,578.06,42.000,Y
RCPST12EPLRD,414.13,147.95,23.238,Y
RCPST12EPLWH,414.13,147.95,37.890,Y
RCPST12ERBRD,364.37,130.17,20.000,Y
RCPST12ERBWHI,364.37,130.17,87.070,Y
RCPST12SSPL,745.67,267.06,22.000,Y
RCPST12SSRB,695.92,248.63,20.000,Y
RCPST24EPLRD,616.44,220.23,30.235,Y
RCPST24EPLWH,616.44,220.23,59.160,Y
RCPST24ERBRED,525.26,187.67,29.000,Y
RCPST24ERBWHI,525.26,187.67,86.230,Y
RCPST24SSPL,1097.18,392.00,36.000,Y
RCPST24SSRB,1005.98,359.40,26.000,Y
RCPST35EGLRED,192.73,80.04,8.000,Y
RCPST35EGLWHI,192.73,68.86,1.000,Y
RCPST35EPLRD,192.73,83.46,8.000,Y
RCPST35EPLRED,192.73,68.86,1.000,Y
RCPST35EPLWHI,192.73,68.86,1.000,Y
RCPST35SSGL,375.07,134.00,1.000,Y
RCPST35SSPL,375.07,134.00,9.000,Y
RCPST40EPLWH,888.55,317.45,46.000,Y
RCPST40ERBRED,706.18,252.28,37.000,Y
RCPST40ERBWHI,706.18,252.28,37.000,Y
RCPST40EWPLRED,888.55,317.45,50.000,Y
RCPST40EWPLWHI,888.55,382.17,50.000,Y
RCPST40EWRBRED,706.18,252.28,41.000,Y
RCPST40EWRBWHI,706.18,252.28,42.108,Y
RCPST40SSPL,1833.43,655.02,46.000,Y
RCPST40SSRB,1651.09,589.88,39.000,Y
RCPST5EGLRED,244.00,87.17,10.000,Y
RCPST5EGLWH,251.87,102.07,10.000,Y
RCPST7EPLRED,388.74,138.88,19.000,Y
RCPST7EPLWHI,388.74,138.88,19.000,Y
RCPST7ERDPL,388.74,138.88,28.240,Y
RCPST7EWHPL,388.74,144.24,16.000,Y
RCPST7SSPL,687.15,245.50,18.000,Y
RCPST7SSRB,645.67,230.67,17.000,Y
RCPT11000GY,57.16,20.43,0.670,Y
RCPT120,67.58,24.14,0.670,Y
RCPT130,82.77,29.58,1.000,Y
RCPT1414ERB,480.67,166.36,23.000,Y
RCPT1414ERBWH,484.28,207.99,25.000,Y
RCPT1424EPL,572.38,204.50,36.000,Y
RCPT1424ERBWH,527.80,188.57,30.000,Y
RCPT1424SSPL,988.07,353.01,36.000,Y
RCPT1424SSRB,920.61,328.90,25.000,Y
RCPT1940EPL,787.09,281.21,47.178,Y
RCPT1940ERBWH,667.15,238.35,35.500,Y
RCPT1940SSPL,1446.70,516.86,46.297,Y
RCPT1940SSRB,1326.80,474.02,36.000,Y
RCPT199,21.55,7.70,0.158,Y
RCPT20006,233.43,83.42,1.180,Y
RCPT20106,304.30,108.71,1.650,Y
RCPT255,299.46,107.07,14.138,Y
RCPT256,317.32,113.34,1.250,Y
RCPT256EA,27.30,14.83,1.000,Y
RCPT300,954.93,341.24,12.000,Y
RCPT300EA,82.15,44.64,1.000,Y
RCPT301,1238.02,442.28,14.976,Y
RCPT410,77.23,27.59,1.100,Y
RCPT499,18.57,6.63,0.418,Y
RCPT81206GRE,237.89,84.99,4.728,Y
RCPT813CT,284.76,101.78,5.800,Y
RCPT85206GRE,250.92,89.62,4.864,Y
RCPT85306GRECT,304.30,108.71,4.500,Y
RCPU110,18.20,6.50,2.300,Y
RCPU120,25.98,9.29,0.430,Y
RCPU130,25.29,9.04,0.300,Y
RCPU13067,66.46,23.75,3.000,Y
RCPU210,42.94,15.34,0.432,Y
RCPU650SA,271.93,97.15,4.000,Y
RCPU71528BLUCT,559.40,193.60,29.000,Y
RCPU718MC,63.39,21.94,4.000,Y
RCPUB1900SSS,315.27,112.64,6.000,Y
RCPV116,90.03,32.20,1.000,Y
RCPV117,98.21,35.11,1.250,Y
RCPV118,114.87,39.74,1.500,Y
RCPV118EA,9.57,5.44,1.000,Y
RCPV119,140.37,52.16,21.000,Y
RCPV156,104.80,38.30,10.800,Y
RCPV157,111.23,39.74,12.000,Y
RCPV158,132.70,50.46,1.500,Y
RCPV158EA,11.06,4.98,1.000,Y
RCPV159,159.02,59.65,1.910,Y
RCPV416,154.38,55.17,1.000,Y
RCPV417,175.96,62.87,15.000,Y
RCPV418,209.80,74.96,1.500,Y
RCPV419,261.14,93.35,17.630,Y
RCPWB2029AL,105.03,37.52,9.330,Y
RCPWB2029BK,315.08,112.57,28.000,Y
RCPWB2029GRACT,315.08,108.25,28.000,Y
RCPWB26AL,38.97,22.99,4.000,Y
RCPWB26BK,38.97,14.91,4.000,Y
RCPWB26BKCT,194.88,83.53,24.000,Y
RCPWB26GY,38.97,14.91,3.000,Y
RCPWB29RSS,150.38,53.73,4.200,Y
RCPWB30RAL,93.19,33.29,15.000,Y
RCPWB30RBK,93.19,33.29,15.000,Y
RCPWB30RGY,93.19,33.29,15.000,Y
RCPWB44BLACT,189.25,67.63,15.000,Y
RCPWB96RALCT,570.18,203.74,36.600,Y
RCPWB96RBLACT,593.06,211.91,37.000,Y
RCPWB96RGR,197.69,70.63,12.333,Y
RCPWHB14EBK,118.08,42.19,7.011,Y
RCPWHB14SS,165.95,59.28,7.011,Y
RCPWMB20BK,44.18,21.07,1.416,Y
RCPWMB20BKCT,220.55,94.74,0.000,Y
RCPWMB20SLCT,254.82,91.08,9.250,Y
RCPWMB30RBK,189.25,67.63,9.000,Y
RCPWU1,190.06,67.91,10.000,Y
RCPWU3,224.01,80.02,1.000,Y
RUB04050601CT,166.32,86.61,6.678,Y
RUB09760692CT,366.12,190.66,11.968,Y
RUB1026CT,39.96,17.49,0.000,Y
RUB1034CT,54.60,23.43,0.000,Y
RUB1170BLACT,234.36,99.40,4.800,Y
RUB156006MODBL,18.84,7.53,10.600,Y
RUB16100111,107.43,59.00,10.950,Y
RUB1610ISORAN,110.74,61.23,10.464,Y
RUB1610ORG,144.28,54.58,10.800,Y
RUB164002331,76.08,43.82,3.181,Y
RUB16550111,100.46,58.19,8.646,Y
RUB16830111,49.17,27.95,5.022,Y
RUB1683ISORAN,47.68,27.00,5.198,Y
RUB1683ORG,65.75,26.17,4.870,Y
RUB2212CPSTE,31.50,11.69,4.583,Y
RUB2214TPSTE,28.44,11.68,4.220,Y
RUB2215CPSTE,32.70,12.87,3.500,Y
RUB2385WHICT,97.68,43.92,11.450,Y
RUB2463DIM,124.51,52.79,13.378,N
RUB2806TPWHICT,129.78,49.68,13.920,Y
RUB284187WHICT,243.90,104.16,28.800,Y
RUB2919RDWHICT,47.70,22.02,0.610,Y
RUB2B41WHICT,156.24,65.28,18.890,Y
RUB3747,1272.36,471.98,97.700,N
RUB374701OLVSS,446.61,245.18,93.850,N
RUB3748,886.50,438.04,52.200,N
RUB3Q31CLE,50.90,23.90,4.000,Y
RUB7085,273.86,123.42,36.946,Y
RUBFG198200TRWH,184.41,103.67,22.150,Y
