Item Number,List Price,Cost Column 1 Price,Item Weight,UPS Indicator
RCP6144YEL,265.92,92.03,9.039,Y
RCP6145L3,34.39,16.42,0.440,Y
RCP614687RD,687.95,335.45,18.750,Y
RCP6146BLU,432.80,167.66,16.424,Y
RCP6146L4BLA,47.56,40.90,1.000,Y
RCP6146RED,432.80,149.79,16.010,Y
RCP6146WHI,432.80,149.79,16.000,Y
RCP614700RD,445.74,191.30,18.750,Y
RCP614787BK,841.87,361.29,21.750,Y
RCP6147L1,16.42,7.84,1.000,Y
RCP6147L2,33.64,14.44,0.730,Y
RCP6163,424.68,256.02,10.000,Y
RCP6167BLA,536.46,191.65,21.000,N
RCP6170BLA,320.39,114.46,9.750,Y
RCP6171BLA,320.39,114.45,16.200,Y
RCP617388BK,327.24,166.47,38.000,Y
RCP617388BLU,465.96,166.47,39.198,N
RCP6173L1,18.28,10.66,0.860,Y
RCP6173L9GRA,47.05,28.48,3.680,Y
RCP6173M5BLA,23.33,16.38,2.600,Y
RCP6173M6,18.60,16.00,1.300,N
RCP6174BLA,249.80,89.24,8.300,Y
RCP6176BLACT,249.80,89.26,3.700,Y
RCP617700BG,185.75,79.72,12.000,Y
RCP6177L1,27.33,13.01,0.500,Y
RCP6178BLACT,634.82,226.81,3.000,Y
RCP6179BLA,139.22,49.74,2.894,Y
RCP618000BLA,976.41,348.83,52.000,Y
RCP618088BLA,1332.81,476.17,65.000,Y
RCP6181L2,12.74,6.16,0.148,Y
RCP6181YEL,246.33,88.00,7.450,Y
RCP6182GRA,346.50,151.03,1.000,Y
RCP6184YEL,50.47,18.04,1.026,Y
RCP6185M2YEL,161.74,78.15,8.650,Y
RCP618688YW,399.80,142.84,64.510,Y
RCP6187BLA,89.16,31.86,1.700,Y
RCP6188BLACT,214.09,76.49,3.900,N
RCP618901GRA,187.49,66.98,4.200,Y
RCP6189L1,48.35,32.23,2.500,Y
RCP6189L2BRO,73.48,48.99,3.540,Y
RCP6189L3,25.70,12.65,0.440,Y
RCP6189L6,72.84,35.85,2.140,Y
RCP6189PLA,2123.60,758.69,84.000,N
RCP6190BLA,1777.76,635.13,95.591,N
RCP6191BLA,2134.72,762.66,1.000,Y
RCP6191L1,21.02,10.39,1.000,Y
RCP6192BLA,1956.23,698.89,86.500,N
RCP6194STL,40.70,14.54,2.500,Y
RCP6195BLA,124.90,44.63,5.004,Y
RCP6196BLA,142.73,59.28,2.491,Y
RCP6197BLA,185.63,66.33,6.702,Y
RCP6243GRA,66.40,22.99,2.100,Y
RCP6245GRA,98.37,34.05,1.650,Y
RCP627600YW,46.80,30.92,3.520,Y
RCP627677,96.88,34.61,3.520,Y
RCP627687YELCT,484.38,173.04,19.500,Y
RCP6276YEL,96.88,34.61,1.000,Y
RCP627777,69.78,24.93,2.340,Y
RCP6284BLA,80.60,28.80,9.120,Y
RCP628700YW,451.11,161.17,26.000,Y
RCP6287L1,136.19,64.59,0.730,Y
RCP6300BLA,499.35,178.41,20.700,Y
RCP6300L1BLA,50.40,24.07,1.250,Y
RCP630100YEL,5.55,1.99,0.236,Y
RCP6302CLE,13.39,4.79,0.531,Y
RCP6304CLE,19.56,6.99,0.750,Y
RCP6306CLE,24.37,8.71,1.300,Y
RCP6308CLE,27.81,9.94,1.640,Y
RCP631000WE,5.15,2.38,0.219,Y
RCP631000WECT,123.60,62.97,7.000,Y
RCP631100WE,5.21,1.87,0.234,Y
RCP6312CLE,42.59,15.21,1.550,Y
RCP6318CLE,63.18,22.57,1.000,Y
RCP6320,12.61,4.51,0.430,Y
RCP6322CLE,70.37,25.14,3.500,Y
RCP6337BLU,30.44,10.87,0.959,Y
RCP6341BLA,13.36,4.77,0.610,Y
RCP6342,14.85,5.31,0.444,Y
RCP6350BLA,158.88,56.76,1.520,Y
RCP6351DZ,80.35,28.67,10.000,Y
RCP6352DZ,120.15,42.88,1.108,Y
RCP6355GRA,34.50,12.33,1.000,Y
RCP6357DZ,196.42,70.11,1.050,Y
RCP6361,7.75,2.77,0.600,Y
RCP6362,10.41,3.71,1.500,Y
RCP6364,10.41,3.71,2.000,Y
RCP6373BRO,13.36,4.77,0.700,Y
RCP637400BLA,18.91,6.75,1.100,Y
RCP637500GY,36.06,12.88,0.820,Y
RCP6381,27.09,9.68,1.700,Y
RCP6383,34.19,12.21,2.064,Y
RCP6384CT,458.67,163.93,34.900,Y
RCP6385GRA,47.49,16.97,1.300,Y
RCP638906BLACT,163.18,56.49,4.410,Y
RCP638906BLAEA,27.20,10.08,1.000,Y
RCP6397CT,311.74,111.43,12.000,Y
RCP6435BRNZ,51.25,29.23,2.350,Y
RCP6435BZE,75.76,27.06,2.440,Y
RCP6436YEL,33.79,12.08,0.600,Y
RCP6482COB,6.33,2.26,0.247,Y
RCP6509WHI,8.93,3.19,0.210,Y
RCP6523WHI,12.34,4.40,0.400,Y
RCP6B1204,79.20,29.66,4.000,Y
RCP6C0100,36.64,13.42,0.583,Y
RCP6C0100CT,439.65,144.89,9.000,Y
RCP6M0206,135.71,74.94,0.000,Y
RCP7035BROCT,90.52,32.36,5.952,Y
RCP711204WHICT,138.01,49.30,7.300,Y
RCP738000YEL,142.45,50.89,11.408,Y
RCP7470YEL,112.13,40.06,45.000,Y
RCP748000YEL,173.50,64.71,31.750,Y
RCP748071YELCT,2206.46,919.36,201.720,N
RCP750111,205.72,80.41,11.000,Y
RCP750112,209.31,81.82,10.900,Y
RCP750243,141.05,50.40,5.000,Y
RCP750244,141.05,50.40,5.000,Y
RCP750339,209.75,82.95,2.033,Y
RCP750386,215.39,84.19,16.323,Y
RCP750411,155.59,61.54,2.294,Y
RCP750443,186.01,66.32,10.488,Y
RCP750502,7476.48,3115.20,50.250,Y
RCP750517,136.77,54.10,8.534,Y
RCP750591,316.20,128.11,10.200,Y
RCP750593,212.28,88.99,11.000,Y
RCP757088BLUCT,589.74,210.71,41.300,Y
RCP757088BRO,147.43,52.68,8.000,Y
RCP757088REDCT,589.74,210.71,41.400,Y
RCP757088YEL,147.43,52.68,10.000,Y
RCP7570L2,7.00,4.05,0.360,Y
RCP757588BRO,272.71,94.38,22.060,Y
RCP757588YEL,264.18,94.38,9.000,Y
RCP7575M2,12.77,6.11,0.180,Y
RCP757688YW,487.28,174.09,20.450,Y
RCP757788BN,309.69,110.63,21.000,Y
RCP757788YW,258.78,133.52,14.000,Y
RCP757888BLU,309.69,110.63,21.164,Y
RCP757888GRE,309.69,110.63,21.164,Y
RCP757888RED,309.69,110.63,1.000,Y
RCP758088BN,207.95,74.30,21.000,Y
RCP758088YW,180.35,74.30,20.000,Y
RCP7580L2RED,7.83,3.73,1.000,Y
RCP758888BLU,252.58,90.24,19.600,Y
RCP758888GRE,252.58,90.24,20.000,Y
RCP758888RED,252.58,90.24,19.800,Y
RCP759088YEL,222.20,79.40,8.000,Y
RCP7677YEL,439.09,156.88,27.900,Y
RCP768000YW,343.61,122.77,25.450,Y
RCP7720BLA,458.55,163.82,36.200,Y
RCP773488,991.23,354.13,69.000,Y
RCP7777YEL,581.84,207.88,1.000,Y
RCP778000YW,492.62,176.00,37.980,Y
RCP780200BLA,156.38,99.79,11.200,Y
RCP7802BLA,208.85,74.62,10.850,Y
RCP780400BLA,366.90,220.84,33.520,Y
RCP7804BLA,462.24,165.14,32.981,Y
RCP780508PLA,495.65,177.08,1.000,Y
RCP780608BLA,406.50,145.23,16.500,Y
RCP781408BLA,345.31,123.37,16.997,Y
RCP781408DGR,345.31,118.62,1.000,Y
RCP781408PLA,332.01,146.71,16.997,Y
RCP781588BLA,113.96,40.71,2.500,Y
RCP781588PLA,113.96,40.71,2.000,Y
RCP781588RED,113.96,50.36,1.000,Y
RCP7815DGR,39.71,29.56,1.000,Y
RCP781788WE,271.04,96.83,4.000,Y
RCP781888,683.12,244.06,26.000,Y
RCP7818L2,16.70,8.04,0.100,Y
RCP781988PLA,683.12,244.06,23.810,Y
RCP7822BEI,367.57,131.32,9.000,Y
RCP7822BRO,367.57,131.32,11.153,Y
RCP7822L1BRO,73.88,35.30,3.500,Y
RCP7907L1RED,162.60,90.47,10.690,Y
RCP792020BEI,200.45,71.61,6.800,Y
RCP7931L2,247.65,91.72,9.660,N
RCP7E60RDC,9.95,4.14,1.000,Y
RCP7H78TRCHILI,41.01,17.00,1.000,Y
RCP7H79TRCHILI,49.11,21.18,1.000,Y
RCP816088BG,386.11,137.95,17.736,Y
RCP816088BK,386.11,137.95,17.736,Y
RCP816088BRO,386.11,137.95,18.200,Y
RCP816088OWH,386.11,137.95,17.000,Y
RCP817088BG,503.06,179.73,22.994,Y
RCP817088BK,503.06,179.73,62.810,Y
RCP817088BRO,503.06,179.73,22.994,Y
RCP817088OWH,503.06,179.73,22.994,Y
RCP818088BEI,1046.93,374.03,1.000,Y
RCP818288BEI,917.01,327.61,25.950,Y
RCP818488BEIG,872.46,311.69,21.160,Y
RCP818588BEIG,746.24,266.61,19.600,Y
RCP843088BG,696.11,248.69,37.000,Y
RCP843088BLA,723.95,258.64,1.000,Y
RCP843088BRO,723.95,258.64,40.000,Y
RCP862020GRAY,524.17,181.40,45.500,N
RCP863292GRA,112.03,38.78,9.290,Y
RCP9058BLA,664.54,237.43,23.500,N
RCP9079HSI,1485.02,530.54,24.950,Y
RCP917188BG,1028.40,367.41,43.000,Y
RCP917188BLA,1028.40,367.41,43.000,Y
RCP917388BEI,924.42,330.26,36.940,Y
RCP917388BLA,924.42,330.26,50.000,Y
RCP9175BEI,1243.69,444.33,53.400,N
RCP9175BLA,1243.69,444.33,50.080,N
RCP9176BLA,1106.36,475.85,0.000,Y
RCP9177BEI,248.75,88.86,8.500,Y
RCP9177BLA,248.75,88.86,7.500,Y
RCP925659C1BLA,30.44,13.45,0.100,Y
RCP9400L1,26.31,12.58,1.000,Y
RCP9406BLA,475.20,169.77,22.046,Y
RCP9407PLA,582.86,208.23,27.558,Y
RCP9408L6,59.31,29.31,0.400,Y
RCP9B00GRACT,392.46,140.24,20.700,Y
RCP9B02DZ,458.67,163.93,1.850,Y
RCP9B03BLACT,565.81,202.11,25.700,Y
RCP9B04GRACT,129.21,46.17,8.500,Y
RCP9B05BLACT,147.06,52.54,6.800,Y
RCP9B06BLA,27.49,9.82,1.600,Y
RCP9B07BLA,32.30,11.54,1.675,Y
RCP9B08GRACT,356.74,127.47,22.100,Y
RCP9B0900BLA,35.62,12.73,1.810,Y
RCP9B10BLACT,485.83,207.11,27.000,Y
RCP9B11GRACT,463.89,165.75,30.400,Y
RCP9B13BLACT,144.03,51.46,6.900,Y
RCP9B14GRACT,127.72,45.63,6.400,Y
RCP9B15MARCT,352.28,125.89,19.404,Y
RCP9B17MARDZ,392.46,140.24,1.810,Y
RCP9B18BRO,34.19,12.21,1.850,Y
RCP9B22BROCT,167.77,59.94,11.000,Y
RCP9B28CT,64.14,26.72,2.200,Y
RCP9B29,10.75,3.96,0.315,Y
RCP9B29CT,53.80,23.06,4.000,Y
RCP9B32,15.19,5.60,0.584,Y
RCP9B32CT,75.87,32.58,4.000,Y
RCP9B34BROCT,111.42,39.81,3.900,Y
RCP9B35CT,211.78,73.27,8.070,Y
RCP9B36YELCT,80.16,28.61,0.500,Y
RCP9B39YELCT,159.18,66.32,4.500,Y
RCP9B40CT,241.92,83.76,6.400,Y
RCP9B44GRACT,151.40,54.07,3.000,Y
RCP9B50CT,79.50,27.48,3.300,Y
RCP9B51YELCT,88.32,30.60,3.120,Y
RCP9B55YELDZ,169.64,60.65,0.360,Y
RCP9B56BLA,5.92,2.12,0.046,Y
RCP9B57DZ,89.28,31.82,0.060,Y
RCP9B58WHIDZ,62.49,21.60,0.120,Y
RCP9B59BLACT,115.69,41.31,5.260,Y
RCP9B60BLACT,149.36,53.36,8.700,Y
RCP9B72GRE,50.13,17.92,0.792,Y
RCP9C0306CT,73.17,27.89,2.800,Y
RCP9C04CT,147.13,52.58,8.322,Y
RCP9C26CT,155.93,53.60,5.700,Y
RCP9C27,24.10,8.34,0.660,Y
RCP9C27BLACT,233.43,80.21,8.000,Y
RCP9C28BLACT,341.93,122.10,11.500,Y
RCP9C29CT,438.03,156.58,1.565,Y
RCP9C31CT,262.81,93.95,11.800,Y
RCP9C32,332.01,118.62,14.400,Y
RCP9C33BLACT,438.96,156.83,19.800,Y
RCP9C34CT,320.85,110.28,14.800,Y
RCP9C41BLACT,356.19,127.27,5.200,Y
RCP9C42CT,445.47,153.10,5.400,Y
RCP9C43REDCT,376.30,130.30,5.500,Y
RCP9C44REDCT,501.27,179.17,5.900,Y
RCP9C73,106.39,38.01,10.080,Y
RCP9C74RED,51.77,18.50,2.176,Y
RCP9C74YELCT,310.62,110.99,17.022,Y
RCP9C75L3,53.98,26.09,11.000,N
RCP9C83,111.69,47.61,4.000,Y
RCP9C8301,116.15,41.49,2.200,Y
RCP9C8401,116.15,41.49,2.000,Y
RCP9C8501,116.15,41.49,2.200,Y
RCP9C8601,98.25,35.84,2.034,Y
RCP9C8701,116.15,41.49,2.200,Y
RCP9C9401,72.66,25.96,3.250,Y
RCP9C9501,72.66,25.96,2.070,Y
RCP9C9701,72.66,25.96,2.100,Y
RCP9F04WHI,16.46,5.88,3.700,Y
RCP9F07WHICT,201.81,86.80,7.716,Y
RCP9F09WHICT,308.95,110.34,19.494,Y
RCP9F12GRA,516.00,184.35,9.800,Y
RCP9F13GRA,683.12,301.86,0.000,Y
RCP9F14GRA,831.60,297.11,20.062,Y
RCP9F15GRA,331.36,113.84,8.377,Y
RCP9F16GRA,534.59,236.23,0.000,Y
RCP9F3600RED,570.09,251.92,10.580,Y
RCP9F37RED,112.90,40.34,2.400,Y
RCP9F3800RED,539.03,238.19,3.730,Y
RCP9F3900RED,444.08,282.85,16.310,Y
RCP9F43,33.42,11.94,0.970,Y
RCP9F50,41.54,14.84,1.190,Y
RCP9F51TBLU,74.61,26.66,2.400,Y
RCP9F53,93.59,33.43,3.600,Y
RCP9F54TBL,108.77,38.87,4.000,Y
RCP9F55BLA,727.69,259.99,36.450,N
RCP9F56,21.75,8.37,0.470,Y
RCP9F73BLA,108.37,45.41,2.425,Y
RCP9F73BLAEA,27.09,9.97,0.313,Y
RCP9F75CLE,21.92,7.83,0.400,Y
RCP9F76CLE,24.12,8.62,0.700,Y
RCP9F77,213.46,76.26,1.000,Y
RCP9F78,225.53,80.57,6.530,Y
RCP9F79,230.20,82.24,7.370,Y
RCP9F86WHI,53.08,18.96,3.600,Y
RCP9G51CLE,20.42,7.30,1.000,Y
RCP9G53CLE,26.72,11.81,0.350,Y
RCP9G57WHI,304.42,108.76,45.540,Y
RCP9G59,616.29,220.18,37.699,N
RCP9G59CHRM,611.68,211.71,37.699,Y
RCP9G60WHI,143.69,51.34,3.800,Y
RCP9G73WHI,141.86,50.68,5.690,Y
RCP9G74WHI,211.57,72.68,10.150,Y
RCP9G75WHI,258.01,92.18,13.550,Y
RCP9G78WHI,183.00,65.38,5.952,Y
RCP9G79CHR,616.29,220.18,43.800,N
RCP9G80CHR,857.61,306.40,76.000,N
RCP9M00BLA,81.28,29.04,2.543,Y
RCP9M01BLACT,138.01,47.40,5.000,Y
RCP9P9000BG,1061.85,379.36,52.000,Y
RCP9P90BLA,1061.85,441.01,0.000,Y
RCP9P90GRE,1061.85,379.36,51.786,Y
RCP9P91BEI,1214.03,433.73,49.800,Y
RCP9P91BLA,1214.03,433.73,53.572,Y
RCP9S00YEL,70.19,25.07,1.078,Y
RCP9S0100YL,98.36,35.14,1.830,Y
RCP9S0725CT,864.16,296.92,20.503,Y
RCP9S07YELDZ,864.16,308.75,1.000,Y
RCP9S0925CT,193.81,66.60,11.023,Y
RCP9S1100YEL,1110.08,396.59,35.000,Y
RCP9S15YEL,57.88,20.68,1.085,Y
RCP9S1600YL,57.88,20.68,1.042,Y
RCP9S30GRACT,380.92,136.11,45.600,Y
RCP9S30WHICT,380.92,136.11,6.300,Y
RCP9S31GRACT,461.09,164.71,46.000,Y
RCP9S31WHICT,461.09,164.71,7.250,N
RCP9T00BLA,710.39,253.80,21.451,Y
RCP9T04BRO,107.04,38.24,1.323,Y
RCP9T13BLA,1121.24,400.58,130.700,N
RCP9T14BLA,1306.80,466.88,50.600,N
RCP9T14L1,75.54,27.98,1.000,Y
RCP9T15BLA,1885.98,673.80,51.800,N
RCP9T15L1,52.86,19.58,5.000,Y
RCP9T16BLA,2171.83,775.93,141.381,N
RCP9T1700BLA,1214.03,433.73,45.000,N
RCP9T1800BLA,1659.52,592.89,85.000,N
RCP9T18L1,26.50,9.81,1.400,N
RCP9T19BLA,2491.69,890.19,113.830,N
RCP9T21BLA,2676.76,959.41,120.000,N
RCP9T22BLA,303.49,108.43,16.580,N
RCP9T23BLA,413.97,147.89,23.300,N
RCP9T29BLA,801.90,286.49,32.870,Y
RCP9T33BLA,657.13,234.78,38.950,Y
RCP9T34BLA,1057.57,366.03,47.450,Y
RCP9T36BLA,764.80,273.24,49.450,Y
RCP9T37BLA,950.40,339.54,66.760,N
RCP9T45,1258.54,449.64,67.300,N
RCP9T52BLA,1154.62,412.51,67.030,N
RCP9T54RED,218.12,74.93,18.000,Y
RCP9T55RED,258.91,92.49,1.000,Y
RCP9T57BLA,1024.64,366.07,60.000,N
RCP9T58BLA,1585.28,566.36,80.000,Y
RCP9T59BLA,2052.60,733.32,75.000,Y
RCP9T60BLA,1366.11,488.06,53.000,Y
RCP9T61BLA,1777.76,635.13,61.000,Y
RCP9T62BLA,1880.99,672.01,80.005,Y
RCP9T63BLA,2467.94,881.71,79.000,Y
RCP9T64BLA,2742.57,979.83,170.000,N
RCP9T6571BG,484.50,173.10,36.000,Y
RCP9T6600BLA,406.50,145.23,31.000,Y
RCP9T66L1,77.40,36.98,7.000,Y
RCP9T6700BLA,464.08,165.80,43.000,Y
RCP9T6800BK,519.74,185.68,31.000,Y
RCP9T68PLA,515.90,178.55,35.009,Y
RCP9T7200BK,674.69,241.04,45.000,Y
RCP9T73,781.79,279.30,60.000,Y
RCP9T7301,58.65,20.95,0.750,Y
RCP9T73L4,114.09,79.48,14.600,Y
RCP9T73L5,65.23,56.09,4.750,Y
RCP9T73L6,38.16,22.33,3.250,Y
RCP9T73L8,55.48,18.38,1.000,Y
RCP9T73L9GRA,28.98,14.32,2.250,Y
RCP9T73M2,29.88,11.19,0.250,Y
RCP9T73M4BLA,180.11,89.02,2.000,Y
RCP9T73M5BLA,4.26,2.03,0.100,Y
RCP9T73M6,110.17,73.44,0.250,Y
RCP9T74BLA,885.30,316.28,52.999,N
RCP9T7500BK,1369.95,489.44,70.000,Y
RCP9T76,1335.08,476.98,74.000,N
RCP9T78,1515.40,541.41,60.000,Y
RCP9T79BLA,781.79,279.30,60.800,N
RCP9T82BLACT,198.09,70.77,9.100,Y
RCP9T82YEL,33.01,11.79,1.433,Y
RCP9T83,71.33,25.49,1.110,Y
RCP9T84BLACT,99.82,35.66,14.000,Y
RCP9T85BLA,281.98,100.74,15.751,Y
RCP9T86BLA,317.71,113.50,7.556,Y
RCP9T8701,115.75,53.74,5.000,Y
RCP9T8901,71.33,25.49,1.000,Y
RCP9T90BLACT,642.26,229.47,7.270,Y
RCP9T9101BLA,642.26,229.47,10.000,Y
RCP9T92,590.27,210.89,53.792,Y
RCP9T9301,285.55,102.02,7.496,Y
RCP9T93BLU,321.13,138.12,7.200,Y
RCP9T93RED,321.13,114.74,7.011,Y
RCP9T94BLA,1283.74,458.64,61.000,Y
RCP9T94M1,128.98,62.31,5.800,Y
RCP9T96,305.47,109.13,13.000,Y
RCP9VBPBA10CT,537.00,221.75,3.800,Y
RCP9VBPHP06,96.45,33.38,1.131,Y
RCP9VBPPB06,58.59,20.29,0.981,Y
RCP9VBPPB10CT,437.10,239.15,3.200,Y
RCP9VCVBA12,90.88,31.45,0.680,Y
RCP9VDVEF44,131.20,45.41,0.500,Y
RCP9VDVHP10,875.50,303.04,16.800,Y
RCP9VDVPB10,577.30,199.80,14.200,Y
RCP9VDVRC4400,195.02,83.71,9.250,Y
RCP9VDVSS4400,1140.11,568.82,54.400,N
RCP9VMHBA12,51.20,17.72,0.768,Y
RCP9VMHBE12,66.88,28.63,0.066,Y
RCP9VMHBL12,68.00,23.53,0.079,Y
RCP9VMHBR12,518.40,214.94,8.000,Y
RCP9VPHBE12,67.23,23.27,0.079,Y
RCP9VULBC12,123.04,42.59,0.660,Y
RCP9VULBE12,23.65,8.18,0.020,Y
RCP9VULBR12,473.60,195.20,10.200,Y
RCP9VWDFF12,562.46,234.36,5.000,Y
RCP9W00BLA,543.90,233.93,0.000,Y
RCP9W01BLA,716.54,246.15,27.800,Y
RCP9W03BLA,902.16,309.92,29.800,Y
RCP9W04BLA,316.48,108.72,6.500,Y
RCP9W06BLA,112.47,38.63,1.510,N
RCP9W1088GY,660.42,235.95,32.000,Y
RCP9W12BLACT,583.86,208.57,41.887,Y
RCP9W13BLACT,233.80,83.54,1.500,Y
RCP9W15LGY,353.40,126.26,9.000,Y
RCP9W16GY,109.96,46.87,1.650,Y
RCP9W19RED,660.42,235.95,30.200,N
RCP9W2173BLU,250.79,172.30,26.500,N
RCP9W21GY,250.79,172.30,32.000,Y
RCP9W2273BLU,311.99,196.21,31.000,N
RCP9W22GY,311.99,196.21,41.000,N
RCP9W25LGY,281.11,125.67,6.700,Y
RCP9W25LGYCT,936.08,401.70,30.000,Y
RCP9W2773BLU,183.87,144.20,43.640,N
RCP9W27BLU,183.87,144.20,27.130,Y
RCP9W27G,177.16,107.27,27.130,Y
RCP9W27GY,183.87,102.49,27.130,Y
RCP9W27L1,18.45,9.47,1.000,Y
RCP9W27L2BLA,23.25,11.10,2.700,Y
RCP9W27YEL,183.87,144.20,109.320,Y
RCP9W300BLA,323.92,115.74,36.040,Y
RCP9W300SST,323.92,115.74,15.400,Y
RCP9W31BLA,668.30,238.76,36.000,Y
RCP9W32BLA,419.52,149.88,12.566,Y
RCP9W33AGB,454.81,162.49,1.000,Y
RCP9W33APE,454.81,162.49,22.000,Y
RCP9W33BLA,454.81,162.49,24.000,Y
RCP9W34APE,596.13,212.98,1.000,Y
RCP9W34BLA,619.97,221.50,33.000,Y
RCP9W34BRZ,596.13,212.98,55.000,Y
RCP9W37,765.47,323.21,1.000,Y
RCP9W51GRE,1136.51,486.52,45.000,Y
RCP9W71,3497.26,1249.47,224.869,N
RCP9W71L1GRA,52.39,25.02,4.850,Y
RCP9W71L2,56.97,23.08,3.850,Y
RCP9W71L3,30.00,25.80,1.000,Y
RCP9W72,419.52,149.88,17.637,N
RCP9W73BLA,1306.80,466.88,74.000,N
RCP9W87YEL,144.03,51.46,8.000,Y
RCPA111BLU,130.57,46.68,0.830,Y
RCPA111GRE,130.57,46.68,0.750,Y
RCPA111ORA,130.57,46.68,4.960,Y
RCPA111WHI,122.21,43.68,4.764,Y
RCPA11206,171.50,61.25,6.000,Y
RCPA112GRE,171.50,61.25,1.000,Y
RCPA112ORA,171.50,61.25,1.000,Y
RCPA112WHI,162.75,58.13,6.000,Y
RCPA113BLU,214.08,76.48,1.470,Y
RCPA113GRE,214.08,76.48,8.622,Y
RCPA113WHI,197.16,70.41,1.500,Y
RCPA151BLU,149.73,53.54,4.500,Y
RCPA151GRE,149.73,53.54,0.750,Y
RCPA151ORA,148.80,51.54,4.500,Y
RCPA151WHI,134.66,48.11,0.750,Y
RCPA152BLU,188.41,67.33,1.000,Y
RCPA152GRE,188.41,67.33,1.000,Y
RCPA152ORA,188.41,67.33,1.000,Y
RCPA152WHI,171.50,61.25,1.000,Y
RCPA153BLU,231.20,82.62,1.430,Y
RCPA153GRE,231.20,82.62,1.430,Y
RCPA153ORA,231.20,82.62,1.430,Y
RCPA153WHI,214.08,76.48,1.430,Y
RCPA17ABZPL,1397.76,499.37,65.000,Y
RCPA17BKPL,1397.76,499.37,65.000,Y
RCPA17SUABZPL,1516.58,541.83,65.000,Y
RCPA211BLU,162.75,58.13,0.970,Y
RCPA211GRE,162.75,58.13,5.778,Y
RCPA211WHI,149.73,53.54,0.970,Y
RCPA21206WHI,29.64,10.90,1.000,Y
RCPA21206WHICT,173.14,63.54,12.996,Y
RCPA212BLU,201.44,72.00,1.270,Y
RCPA212GRE,201.44,72.00,7.543,Y
RCPA213BLU,241.99,86.45,1.800,Y
RCPA213GRE,241.99,86.45,1.800,Y
RCPA213WHI,214.08,76.48,1.800,Y
RCPA251BLU,171.50,61.25,6.003,Y
RCPA251GRE,171.50,61.25,0.980,Y
RCPA251ORA,171.50,61.25,5.886,Y
RCPA251WHI,162.75,58.13,0.980,Y
RCPA25206WHI,32.86,12.08,0.979,Y
RCPA25206WHICT,192.11,70.40,8.000,Y
RCPA252BLU,214.08,76.48,1.280,Y
RCPA252GRE,214.08,76.48,1.280,Y
RCPA252ORA,214.08,76.48,7.410,Y
RCPA253BLU,257.05,91.86,6.500,Y
RCPA253GRE,257.05,91.86,11.000,Y
RCPA253ORA,257.05,91.86,10.950,Y
RCPA253WHI,231.20,82.62,11.400,Y
RCPA38BKPL,2544.20,908.96,115.000,N
RCPA38SDBKPL,4274.00,1526.96,116.000,N
RCPA38SUBKPL,2660.11,955.26,115.000,N
RCPA38TABZ,2544.20,908.96,114.000,N
RCPA38TBKPL,2544.20,908.96,114.000,N
RCPA412,175.59,62.75,5.750,Y
RCPA413,218.74,78.13,1.430,Y
RCPA50ABZ,901.92,322.22,30.000,Y
RCPA50SUBK,901.92,322.22,30.000,Y
RCPA51BK,937.97,335.10,30.000,Y
RCPA51SUBKPL,937.97,403.43,27.000,Y
RCPA81206GRE,229.15,81.90,5.314,Y
RCPA81306GRECT,273.98,97.87,5.622,Y
RCPA85206GRE,241.99,86.45,8.700,Y
RCPA85306GRECT,293.32,104.80,5.622,Y
RCPAB2,28.62,10.22,0.125,Y
RCPAOT15SABK,896.13,363.97,25.000,Y
RCPAOT15SAGRPL,868.12,310.15,25.000,Y
RCPAOT15SAPL,1113.18,397.71,19.000,Y
RCPAOT30BKPL,1119.32,399.89,47.000,Y
RCPAOT30SABK,1119.32,399.89,47.000,Y
RCPAOT30SAGRPL,1119.32,399.89,47.000,N
RCPAOT30SAPL,1407.62,584.61,38.000,Y
RCPAOT30SBBPL,1739.16,621.34,38.000,Y
RCPAOT35SA,1353.00,483.37,38.999,Y
RCPAOT35SAGL,1446.68,516.85,39.000,Y
RCPAOT35SANL,1446.68,516.85,26.000,Y
RCPAOT35SATOP,740.67,298.00,10.500,Y
RCPAOT62SA,1841.09,657.76,39.000,N
RCPAOT62SAPL,2086.15,744.81,66.000,N
RCPATF18SA,1067.36,381.33,17.600,Y
RCPB1414SSPL,529.27,189.09,21.000,Y
RCPB1414SSRB,484.28,173.02,16.000,Y
RCPB1424SSPL,670.25,239.45,30.000,Y
RCPB1424SSRB,602.77,215.34,22.000,Y
RCPB1940SSRB,877.05,313.34,32.000,Y
RCPBBT1529AL,233.63,80.87,6.000,Y
RCPBBT1529GRY,226.33,80.87,6.000,Y
RCPBP1,10.41,3.71,0.015,Y
RCPBS25,65.29,23.33,27.000,Y
RCPC111WHI,107.32,38.37,4.500,Y
RCPC112BLU,152.15,54.38,5.755,Y
RCPC112BLUEA,26.17,10.73,1.000,Y
RCPC112GRE,152.15,54.38,1.000,Y
RCPC112WHI,139.31,49.76,1.000,Y
RCPC112WHIEA,23.00,9.83,1.000,Y
RCPC113BLU,184.14,65.80,1.430,Y
RCPC113BLUEA,30.26,13.00,1.000,Y
RCPC113GRE,184.14,65.80,1.430,Y
RCPC113WHI,167.02,59.68,1.430,Y
RCPC113WHIEA,27.84,11.79,1.000,Y
RCPC114WHI,209.80,74.98,10.986,Y
RCPC114WHIEA,36.10,14.80,1.000,Y
RCPC151BLU,124.25,44.42,0.750,Y
RCPC151GRE,124.25,44.42,4.500,Y
RCPC152BLU,162.75,58.13,1.000,Y
