Rubbermaid Q750 HYGEN 58 Quick-Connect Handle - Yellow,RCP Q750,"<p><span style=""><strong>58"" HANDLE FOR MICROFIBER -&nbsp;Yellow</strong></span></p><p><span style="">Compatible with Q850 Microfiber Flexible High-Reach Duster and replacement sleeves Q851.</span></p><p>&nbsp;</p>",,,,,,,
Rubbermaid Q755 HYGEN Quick-Connect Extension Handle," 48-72""", Yellow/Black,RCP Q755,"<p><strong><span style="">HYGEN Quick-Connect Extension Handle, 48-72"" - Yellow/Black</span></strong></p><p><span style="">Offered in straight and ergonomic bend styles, in fixed and adjustable lengths.</span></p><ul class=""redsquare""><li><span style="">Lightweight aluminum construction for improved productivity.</span></li><li><span style="">One-step connecting mechanism speeds mop assembly and changeover.</span></li><li><span style="">User-friendly grip makes handle more comfortable to use.</span></li></ul><p>&nbsp;</p>",,,,,
"Rubbermaid Q760 HYGEN 48""-72"" Ergo Adjustable Handle",RCP Q760,"<p><strong><span style="">HYGEN 48""-72"" Ergo Adjustable Handle</span></strong></p><p><span style="">Offered in straight and ergonomic bend styles, in fixed and adjustable lengths.</span></p><ul class=""redsquare""><li><span style="">Lightweight aluminum construction for improved productivity.</span></li><li><span style="">One-step connecting mechanism speeds mop assembly and changeover.</span></li><li><span style="">User-friendly bend and grip make handle more comfortable to use.</span></li></ul>",,,,,,,
Rubbermaid Q775 HYGEN Quick-Connect Extension Handle 6-18 feet,RCP Q775 YEL,"<p><strong><span style="">HYGEN Quick-Connect Extension Handle 6-18 feet - Yellow/Black</span></strong></p><p><span style="">Handle extends up to 18' for ultimate cleaning.</span></p><ul class=""redsquare""><li><span style="">Quick connect.</span></li><li><span style="">Made of Light Weight Aluminum.</span></li><li><span style="">Get a handle on out-of-reach areas with an adjustable, extendable pole. </span></li><li><span style="">One-step Quick-Connect mechanism simplifies attaching mops and dusters. </span></li><li><span style="">Cushioned grip and matching twist lock provide comfortable grip.</span></li></ul>",,,,,,,
"Rubbermaid Q800 Microfiber Finish Pad 18"" - 6/Case  Blue/White",RCP Q800 WHI,"<p><strong><span style="">Microfiber Finish Pad 18"" - 6/Case Blue/White</span></strong></p><p><span style="">Designed for specialized floor cleaning and finish applications.</span></p><ul class=""redsquare""><li><span style="">Traditionally colored, blue and white, and optimally shaped for smooth, even application of floor finish.</span></li><li><span style="">Dense 3 - 5 micrometer quality fiber removes more dust, dirt and microbes than conventional cleaning products.</span></li><li><span style="">Foam liner controls liquid content and release.</span></li><li><span style="">Advanced hook-and-loop backing... holds-up under harsh laundering conditions and attaches pads more securely.</span></li><li><span style="">Durable pad construction... third party tested tough... withstands more than 300 launderings.</span></li><li><span style="">Double finished edges retain mop shape with use over time.</span></li></ul>",,,,,,,
Rubbermaid Q805 Flat Flow Mop, Floor Finishing System," 20""", 6/Case - White,RCP Q805,"<p><strong><span style="">Flat Flow Mop, Floor Finishing System, 20"," 6/Case - White</span></strong></p><p><span style="""">Premium Quality Nylon Flat Mop for Use with Rubbermaid Flow.</span></p><ul class=""redsquare""><li><span style="""">Nylon Flat Mop lays a smooth"," even layer of floor finish.</span></li><li><span style="""">6 to a case.</span></li></ul>""",,
"Rubbermaid Q810 Microfiber Scrubber Pad 6/Case 18"" - Yellow",RCP Q810,"<p><strong><span style="">Hook &amp; Loop Replacement Strips 6/Case - Black</span></strong></p><p><span style="">Designed for specialized floor cleaning and finish applications.</span></p><ul class=""redsquare""><li><span style="">Vertical polypropylene scrubber stripes remove stubborn spots and clean into tile grout lines.</span></li><li><span style="">Dense 3 - 5 micrometer quality fiber removes more dust, dirt and microbes than conventional cleaning products.</span></li><li><span style="">Advanced hook-and-loop backing... holds-up under harsh laundering conditions and attaches pads more securely.</span></li><li><span style="">Double finished edges retain mop shape with use over time.</span></li><li><span style="">Superior construction and premium grade materials maximize durability and product life.</span></li><li><span style="">Durable through 500 launderings, 200 with bleach</span></li><li><span style="">1 1/10"" Width x 18"" Length</span></li><li><span style="">6 to a case.</span></li></ul>",,,,,,,
"Rubbermaid Q820 Microfiber 11"" Wall/Stair Wet Pad 6/Case - Blue",RCP Q820 BLU,"<p><strong><span style="">Microfiber 11"" Wall/Stair Wet Pad 6/Case - Blue</span></strong></p><p><span style="">Premium split nylon/polyester blend microfiber provides optimal damp mopping performance.</span></p><ul class=""redsquare""><li><span style="">Dense 3 - 5 micrometer quality fiber removes more dust, dirt and microbes.</span></li><li><span style="">Advanced hook-and-loop backing... holds-up under harsh laundering conditions.</span></li><li><span style="">Double finished edges retain mop shape with use over time.</span></li><li><span style="">Patent Pending Zig-Zag design packs 17% more split microfiber into each mop.</span></li><li><span style="">Proven to clean floors 45% better than string mops, 25% better than conventional microfiber.</span></li><li><span style="">Superior construction and premium grade materials maximize durability and product life.</span></li><li><span style="">Durable through 500 launderings, 200 with bleach.</span></li></ul>",,,,,,,
"Rubbermaid Q850 HYGEN Quick-Connect Flexible Dusting Wand 20"" Handle",RCP Q850,"<p><span>Effectively extends reach and removes soil from high and awkward places.&nbsp;</span><span>20"" flexible wand conforms to irregular surfaces for easy cleaning.</span></p>",,,,,,,
Rubbermaid Q851 HYGEN Quick-Connect Microfiber Dusting Wand Sleeve,RCP Q851,"<p>HYGEN Quick-Connect Microfiber Dusting Wand Sleeve.&nbsp;Flat, 20"" long wand reaches into narrow, hard-to-reach spaces.</p>",,,,,,,
Rubbermaid Q852 HYGEN Hi-Performance Flexi Wand 6/Case," 28"" Handle",RCP Q852 WHI,"<p>HYGEN Hi-Performance Flexi Wand.&nbsp;High pile sleeve for Q850 Flexi Wand.&nbsp;Use damp or dry.&nbsp;Excellent for dust, hair and larger debris.</p>",,,,,,
Rubbermaid Q853 HYGEN Hi-Performance Microfiber Flexi Wand Dusting Sleeve 6/Case,RCP Q853 WHI,<p><strong><span>HYGEN Hi-Performance Microfiber Flexi Wand Dusting Sleeve.&nbsp;</span></strong><span>High pile sleeve for Q850 Flexi Wand.&nbsp;</span><span>Use damp or dry</span></p>,,,,,,,
Rubbermaid Q855 Microfiber Flexi Frame 6/Case - Black,RCP Q855,"<p><strong><span style="">Microfiber Flexi Frame 6/Case - Black</span></strong></p><ul class=""redsquare""><li><span style="">11&rdquo; Quick Connect frame that bends to conform to curved surfaces.</span></li></ul>",,,,,,,
Rubbermaid Q861 HYGEN Flexi Frame Damp Mop Covers, Microfiber 12/Case - White,RCP Q861 WHI,"<p><strong><span style="">HYGEN Flexi Frame Damp Mop Covers, Microfiber 12/Case - White</span></strong></p><p><span style="">Premium split nylon/polyester blend microfiber provides optimal damp mopping performance.</span></p><p><span style="">&nbsp;</span></p>",,,,,,
Rubbermaid Q881 HYGEN Flexi Frame Scrubber Mop Covers, Microfiber - Yellow,RCP Q881 YEL,"<p><span style=""><strong>HYGEN Flexi Frame Damp Mop Covers Microfiber 12 to a Case - Blue/Yellow</strong></span></p><p><span style="">Microfiber cleaning system provides innovative solutions designed for proven superior performance.</span></p>",,,,,,
Rubbermaid Q891 HYGEN Flexi Frame Damp Mop Covers Microfiber 12 to a Case - Blue,RCP Q891 BLU,"<p><strong><span style="">HYGEN Flexi Frame Damp Mop Covers Microfiber 12 to a Case - Blue</span></strong></p><p><span style="">Microfiber cleaning system provides innovative solutions designed for proven superior performance.</span></p>",,,,,,,
Rubbermaid Q930 Microfiber Finish Bucket 27 gal - Blue,RCP Q930,"<p><strong><span style="">Microfiber Finish Bucket, 27 gal - Blue</span></strong></p><p><span style="">Same features as the Press Wring Bucket in the blue color most often associated with finish application.</span></p><ul class=""redsquare""><li><span style="">Color-coded blue to visually differentiate use.</span></li><li><span style="">Handle stay keeps mop upright and ready to use.</span></li><li><span style="">""Washboard surface"" effectively removes dirt and debris from mop pads before wringing.</span></li><li><span style="">Twist-valve empties contents without lifting.</span></li><li><span style="">Smooth, non-porous surface helps prevent bacterial growth and cleans up easily.</span></li><li><span style="">Buckets fit onto the #6173 Janitor Cart and accommodate mops up to 18"" in length.</span></li></ul>",,,,,,,
Rubbermaid Q950-88 HYGEN Charging Bucket - Yellow,RCP Q950-88 YEL,"<p><span style=""><strong>DISINFECTING BUCKET - YELLOW</strong><br /></span></p><p><span style="">Designed especially for healthcare cleaning.</span></p><ul class=""redsquare""><li><span style="">New and improved hinged lid with latches facilitates easy-opening and closing</span></li><li><span style="">Hold up to 20 Microfiber wet pads, generally enough for one housekeeper for one shift using one pad per room.</span></li><li><span style="">Ergonomic... no bending or pulling.</span></li><li><span style="">Molded-in filling guide... 1 quart per 5 pads.</span></li><li><span style="">Molded-in grate prevents over-saturation.</span></li><li><span style="">Smooth, non-porous surface helps prevent bacterial growth and cleans up easily.</span></li><li><span style="">Buckets fit onto the 6173 Janitor Cart and accommodate mops up to 18"" in length.</span></li><li><span style="">Buckets accommodate pads up to 18"" in length.</span></li><li><span style="">Water-tight lid.</span></li><li><span style="">Height 12"".</span></li></ul>",,,,,,,
Rubbermaid Q966 HYGEN Pulse Caddy With Clean Connect 2 Gallons,RCP Q966,"<p><strong><span style="">HYGEN Pulse Caddy With Clean Connect 2 Gallons</span></strong></p><p><span style="">Clean more square feet in less time with the Rubbermaid Pulse&trade;. </span></p><ul class=""redsquare""><li><span style="">Industry-best microfiber, user-controlled release of solution mean cleaner floors faster, easier, and more effectively.</span></li><li><span style="">High-capacity Rubbermaid Pulse&trade; Caddy allows users to clean up to 10,000 sq ft.</span></li><li><span style="">Designed to be securely transported in Rubbermaid Cleaning Carts for efficient on-the-go refill.</span></li></ul>",,,,,,,
Rubbermaid Q979 Flow Finishing System - Yellow,RCP Q979,"<p><strong><span style="">Flow Finishing System - Yellow</span></strong></p><p><span style="">Help reduce labor costs and improve productivity with the highly portable Rubbermaid Flow&trade; Floor Finishing System.</span></p><ul class=""redsquare""><li><span style="">Ergonomic &amp; Comfortable - Waist and chest straps on backpack help keep weight off shoulders, and onto hips</span></li><li><span style="">Easier Refilling - Large 3&rdquo; opening (vs. 1.25&rdquo; on competition) makes refilling clean &amp; easy</span></li><li><span style="">Works with ALL Floor Finishes!</span></li><li><span style="">18&rdquo; Flat mop system with new Gloss Pro&trade; Nylon finish pad</span></li></ul>",,,,,,,
Rubbermaid Q989 String-Mop Flow Finish Kit,RCP Q989,"<p><strong><span style="">String-Mop Flow Finish Kit</span></strong></p><p><span style="">Help reduce labor costs and improve productivity with the highly portable Flow&trade; Floor Finishing System.</span></p><ul class=""redsquare""><li><span style="">Ergonomic &amp; Comfortable - Waist and chest straps on backpack help keep weight off shoulders.</span></li><li><span style="">Easier Refilling - Large 3&rdquo; opening (vs. 1.25&rdquo; on competition) makes refilling clean &amp; easy.</span></li><li><span style="">Works with ALL Floor Finishes.</span></li><li><span style="">New medium size Quick Connect Gloss Pro&trade; Nylon String Mop.</span></li></ul>",,,,,,,
Rubbermaid QST24SSPL Defenders Quiet Steel Step Can 24 gal - Stainless Steel,RCP QST24SSPL,<p><strong><span>Defenders Quiet Medical Waste Steel Step Can 24 gallon. </span></strong><span>Damper-controlled lid closes without a sound. Ideal for anywhere a quiet environment is desired.</span></p>,,,,,,,
Rubbermaid R1012EBK Smokers' Wall Mounted Receptacle - Black,RCP R1012EBK,<p><strong>Smokers' Wall Mounted Receptacle. </strong><span>Complete with mounting hardware. </span><span>Fully assembled.</span></p>,,,,,,,
Rubbermaid R1536EGLALM Marshal 15-Gallon Steel Dome Top Container - Almond,RCP R1536EGLALM,<p><span><strong>Fire-Resistant Steel Dome Receptacle 15 gallon. </strong></span><span>Functional litter control in an elegant design.</span></p>,,,,,,,
Rubbermaid R1536EGLW Fire-Resistant Steel Dome Receptacle 15 gallon - White,RCP R1536EGLW,<p><strong><span>Fire-Resistant Steel Dome Receptacle 15 gallon. </span></strong><span>Functional litter control in an elegant design.</span></p>,,,,,,,
Rubbermaid R1536EOTBKGL European & Metallic Series 15 gallon ,RCP R1536EOTBKGL,<p><strong><span>European &amp; Metallic Series Open Top Receptacle 15 gallon. </span></strong><span>Functional litter control in an elegant design.</span></p>,,,,,,,
Rubbermaid R1536EPLBLK Fire-Resistant Steel Dome Receptacle 15 gallon - Black,RCP R1536EPLBLK,<p><span><strong>Fire-Resistant Steel Dome Receptacle 15 gallon. </strong></span><span>Functional litter control in an elegant design.</span></p>,,,,,,,
Rubbermaid R1536MCGL Fire-Resistant Steel Dome Receptacle 15 gallon ,RCP R1536MCGL,<p><strong><span>Fire-Resistant Steel Dome Receptacle 15 gallon. </span></strong><span>Contemporary Crowne Collection features elegance and is extremely durable.</span></p>,,,,,,,
Rubbermaid R1536SSSGL European Metallic Dome Top Receptacle 15 gallon,RCP R1536SSSGL,<p><span><strong>European Metallic Dome Top Receptacle. </strong></span><span>Extremely durable textured powder coated finish resists finger prints. </span></p>,,,,,,,
Rubbermaid R1639EHBZ Steel Smokers' Station 4.5 gal - Bronze,RCP R1639EHBZ,"<p><strong><span>&nbsp;Aladdin Steel Smokers Station. </span></strong><span>Weather-resistant, fire-safe steel construction will not burn.</span></p>",,,,,,,
Rubbermaid R1639EHGR Steel Smokers' Station 4.5 gal - Charcoal,RCP R1639EHGR,"<p><span><strong>Aladdin Steel Smokers Station. </strong></span><span>Weather-resistant, fire-safe steel construction will not burn.</span></p>",,,,,,,
Rubbermaid R18SU-201PL Sand Urn/Litter Receptacle 24 gallon ,RCP R18SU-201PL,"<p><strong><span>Aspen Series Sand Urn/Litter Receptacle. </span></strong><span>Designed to withstand heavy, constant use and endure severe weather conditions.</span></p>",,,,,,,
Rubbermaid R1BK Steel Smoker's Pole - Black,RCP R1BK,"<p><span><strong>Steel Smoker's Pole</strong>. Simple, space saving solution for controlling smokers' waste. </span></p>",,,,,,,
Rubbermaid R1SM Steel Smoker's Pole - Silver,RCP R1SM,"<p><span><strong>Steel Smoker's Pole.</strong> Simple, space saving solution for controlling smokers' waste.</span></p>",,,,,,,
Rubbermaid R2030EPLBK Open Top Steel Receptacle 30 gallon,RCP R2030EPLBK,<p><strong><span>Eclipse Open Top Steel Waste Receptacle 30 gallon. </span></strong><span>The exclusive curved top is a stylish addition to any contemporary décor.</span></p>,,,,,,,
Rubbermaid R2030SSPL Open Top Steel Waste Receptacle 30 gallon,RCP R2030SSPL,<p><strong><span>Eclipse Open Top Steel Waste Receptacle 30 gallon. </span></strong><span>The exclusive curved top is a stylish addition to any contemporary décor.</span></p>,,,,,,,
Rubbermaid R32SSS European Metallic Dome Receptacle 15 gal - Stainless Steel,RCP R32SSS,<p><strong><span>European Metallic Dome Receptacle 15 gallon. </span></strong><span>Functional litter control in an elegant design.</span></p>,,,,,,,
Rubbermaid R934-00BK Smokers' Station Weighted Base/Liner,RCP R934-00BK,<p><strong>Smokers' Station Weighted Base/Liner.</strong> <span>Slim metal receptacles with a contemporary look. </span><span>Weather resistant Uni-Koat&trade; powder coating finish.</span></p>,,,,,,,
Rubbermaid RSW2 Recycling-Label Block-Letter Decal,Cans Only, 11 x 1, White,RCP RSW2,"<h2><span style="">RSW2&nbsp;Recycle Decals ""CANS ONLY""</span></h2><p>Ensure proper disposal of waste and recyclables.</p><ul class=""redsquare""><li>1""H White Letter Decals for ""Cans Only"" recycling.</li></ul>",,,,
Rubbermaid S08-10BPL European & Metallic Series Receptacle Half-Round 9 gallon - Black/Brass,RCP SO8-10BPL,<p><strong><span>European &amp; Metallic Series Receptacle Half-Round 9 Gallon. </span></strong><span>Functional litter control in an elegant design.</span></p>,,,,,,,
Rubbermaid S25 Sand for Urns five 5-lb Bags,RCP S25,<p><span><strong>Sand for Urns five 5-lb Bags</strong>. Silica sand for use with all sand urns.&nbsp;</span><span>Functional litter control in an elegant design.</span></p>,,,,,,,
Rubbermaid S299 Wall Washer Replacement Pads 12/Case - White,RCP S299,"<p><strong><span style="">Wall Washer Replacement Pads 12/Case - White</span></strong></p><p><span style="">Pivoting head for smooth, even control.</span></p><ul class=""redsquare""><li><span style="">Raised-ribbed design works with either side pressure or downward pressure mop wringers.</span></li><li><span style="">Washable pads remove easily for convenient laundering.</span></li></ul>",,,,,,,
Rubbermaid S3ETBKPL Classics Perforated Steel Receptacle 25 gallon ,RCP S3ETBKPL,"<p><strong><span>Classics Perforated Steel Receptacle 25 gallon. </span></strong><span>Perforated steel designs with a clean, modern appearance.</span></p>",,,,,,,
Rubbermaid SBR52BK Steel Street Waste Receptacle 48 gallon - Black,RCP SBR52BK,<p><strong><span>Steel Street Waste Receptacle 48 gallon. </span></strong><span>Designed to withstand constant use and harsh weather conditions.</span></p>,,,,,,,
Rubbermaid SC14EPLSM Designer Line Silhouettes Steel, 24 gallon ,RCP SC14EPLSM,<p><strong><span>Designer Line Silhouettes Steel 24 gallon. </span></strong><span>Sleek lines and graphic pattern of this new collection meet the needs of modern design styles.</span></p>,,,,,,
Rubbermaid SC18EPLSM Designer Line Silhouettes Steel Receptacle 29 gallon - Silver Metallic,RCP SC18EPLSM,<p><strong><span>Designer Line Silhouettes Steel Receptacle 29 gallon. </span></strong><span>The sleek lines and graphic pattern of this new collection meet the needs of modern interior design styles.</span></p>,,,,,,,
Rubbermaid SH12EPLSM Designer Line Silhouettes Steel Receptacle 12 gallon - Silver,RCP SH12EPLSM,<p><strong><span>Designer Line Silhouettes Steel Receptacle 12 gallon. </span></strong><span>The sleek lines and graphic pattern of this new collection meet the needs of modern interior design styles.</span></p>,,,,,,,
Rubbermaid SO12-20PLBK Metallic Series Receptacle 12 gallon - Black,RCP SO12-20PLBK,<p><strong><span>Metallic Series Receptacle. </span></strong><span>Functional litter control in an elegant design. </span><span>12 gal open top half round indoor recpetacle.</span></p>,,,,,,,
Rubbermaid SO12-SSSPL European Metallic Receptacle 12 gallon - Stainless Steel,RCP SO12-SSSPL,<p><strong><span>European Metallic Receptacle. </span></strong><span>Functional litter control in an elegant design. </span><span>12 gallon open top half round indoor recpetacle.</span></p>,,,,,,,
Rubbermaid SO16SSSGL European Metallic Receptacle 12 gal - Stainless Steel,RCP SO16SSSGL,<p><strong><span>European Metallic Receptacle. </span></strong><span>Functional litter control in an elegant design. </span><span>12 gallon side opening indoor receptacle.</span></p>,,,,,,,
Rubbermaid SO8-20PLBK European & Metallic Series Receptacle 9 gal - Black/Chrome,RCP SO8-20PLBK,<p><strong><span>European &amp; Metallic Series Receptacle. </span></strong><span>Functional litter control in an elegant design. <span>9 gallon side opening indoor receptacle.</span></span></p>,,,,,,,
Rubbermaid SO8SSSPL European & Metallic Series Receptacle 9 gal - Satin Stainless,RCP SO8SSSPL,<p><strong><span>European &amp; Metallic Series Receptacle 9 gal. </span></strong><span>Functional litter control in an elegant design. </span><span>9 gal side opening indoor receptacle.</span></p>,,,,,,,
Rubbermaid SR18EPLSM Designer Line Steel Receptacle, 40 Gallon,RCP SR18EPLSM,"<p><strong><span>Designer Line Silhouettes Steel Receptacle, 40 Gallon. </span></strong><span>The sleek lines and graphic pattern of this new collection meet the needs of modern interior design styles.</span></p>",,,,,,
Rubbermaid ST12-ERBWHI Biohazard Steel Step Can 12 gallon - White,RCP ST12-ERBWHI,"<p><strong><span style="">Medical Waste Steel Step Can, 12 Gallon - White</span></strong></p><p><span style="">This step can complies with OSHA on bloodborne&nbsp;</span><span style="">pathogens for the safe containment of infectious waste.</span></p><ul class=""redsquare""><li><span style="">Meets Federal OBRA regulations.</span></li><li><span style="">12 gal square steel step can.</span></li><li><span style="">12"" square x 23""H.</span></li><li><span style="">Complies with the OSHA Standards.</span></li><li><span style="">Foot pedal for ""hands free"" operation. </span></li><li><span style="">Retainer bands to hold poly bag securely in place and out of sight.</span></li><li><span style="">Piano hinge lid has restraining mechanism to prevent lid from traveling backwards.</span></li><li><span style="">Powder Coat finish.</span></li><li><span style="">Rigid plastic liner(PL).</span></li><li><span style="">State Fire Marshal Listed.</span></li><li><span style="">UL Listed, FM Approved</span></li></ul>",,,,,,,
Rubbermaid ST12EPLRED Biohazard Steel Step Can 12 gal - Red,RCP ST12EPLRED,<p><span><strong>Medical Waste Steel Step Can. </strong></span><span>This step can complies with OSHA on bloodborne&nbsp;pathogens for the safe containment of infectious waste.</span></p>,,,,,,,
Rubbermaid ST12EPLWH Defenders Biohazard Steel Step Can 12 gallon - White,RCP ST12EPLWH,<p><span><strong>Medical Waste Steel Step Can. </strong></span><span>This step can complies with OSHA on bloodborne&nbsp;pathogens for the safe containment of infectious waste.</span></p>,,,,,,,
Rubbermaid ST24EPLRED Biohazard Steel Step Can 24 gal - Red,RCP ST24EPLRED,<p><span><strong>Defenders Biohazard Medical Waste Steel Step Can. </strong></span><span>This step can complies with OSHA on bloodborne&nbsp;pathogens for the safe containment of infectious waste.</span></p>,,,,,,,
Rubbermaid ST24ERBWHI Biohazard Steel Step Can 24 gallon - White,RCP ST24ERBWHI,<p><strong><span>Biohazard Medical Waste Steel Step Can. </span></strong><span>This step can complies with OSHA on bloodborne&nbsp;pathogens for the safe containment of infectious waste.</span></p>,,,,,,,
Rubbermaid ST24SSPL Defenders Biohazard Step Can 24 gallon,RCP ST24SSPL,<p><span><strong>Defenders Biohazard Medical Waste Step Can. </strong></span><span>These medical step cans comply with OSHA on bloodborne pathogens&nbsp;for the safe containment of infectious waste.</span></p>,,,,,,,
Rubbermaid ST24SSRB Medical Step Can, Square 24 gallon ,RCP ST24SSRB,"<p><strong><span>Defenders Medical Step Can, Square. </span></strong><span>Medical step cans comply with OSHA on bloodborne pathogens for safe containment of infectious waste.</span></p>",,,,,,
Rubbermaid ST40SSPL Heavy-Duty Steel Step Can 40 gallon,RCP ST40SSPL,<p><strong><span>Heavy-Duty Steel Step Can. </span></strong><span>Complies with OSHA on bloodborne pathogens for the safe containment of infectious waste.</span></p>,,,,,,,
Rubbermaid ST5EGLRED Medical Steel Step Can, Round - Red,RCP ST5EGLRED,<p><strong><span>Medical Waste Steel Step Can. </span></strong><span>The Defenders medical step cans comply with OSHA standards on bloodborne pathogens for the safe containment of infectious waste.</span></p>,,,,,,
Rubbermaid ST7EPLRED Defenders Biohazard Steel Step Can 7 gal - Red,RCP ST7EPLRED,<p><strong><span>Defenders Biohazard Medical Step Can. </span></strong><span>This step can complies with OSHA on bloodborne&nbsp;pathogens for the safe containment of infectious waste.</span></p>,,,,,,,
Rubbermaid ST7SSPL Biohazard Steel Step Can 7 gallon - Stainless Steel,RCP ST7SSPL,"<p><span><strong>Defenders Medical Waste Step Can, Square. </strong></span><span>This step can complies with OSHA on bloodborne&nbsp;pathogens for the safe containment of infectious waste.</span></p>",,,,,,,
Rubbermaid ST7SSRB Medical Step Can, Square 7 gallon - Stainless Steel,RCP ST7SSRB,<p><strong><span>Defenders Medical Waste Step Can. </span></strong><span>This step can complies with OSHA on bloodborne&nbsp;pathogens for the safe containment of infectious waste.</span></p>,,,,,,
"Rubbermaid T110 HiDuster Dusting Tool with Straight Lauderable Head 51"" Extension Handle",RCP T110,"<p><strong><span><span>HiDuster Dusting Tool.&nbsp;</span></span></strong><span>The sensible solution to routine overhead dusting.&nbsp;</span><span>The Super HiDuster&reg; tool extends up to 102"" (8 1/2 feet) for higher ceilings.</span></p>",,,,,,,
"Rubbermaid T120 HiDuster Plus Antimicrobial Angled Overhead Duster 51"" - White",RCP T120,"<p><strong><span>HiDuster Plus Antimicrobial Angled Overhead Duster.&nbsp;</span></strong><span>The Super HiDuster&reg; tool extends up to 102"" (8 1/2 feet) for higher ceilings.</span></p>",,,,,,,
Rubbermaid T130 Super HiDuster Dusting Tool with Straight Head," Extends to 102""",RCP T130,"<p><strong><span>Super HiDuster Dusting Tool with Straight Head.&nbsp;</span></strong><span>The sensible solution to routine overhead dusting.&nbsp;</span><span>The Super HiDuster&reg; tool extends up to 102"" (8 1/2 feet) for higher ceilings.</span></p>",,,,,,
Rubbermaid T1424SSPL Fire-Safe Swing Top Square Steel Recepatacle 24 gallon - Stainless Steel,RCP T1424SSPL,<p><strong><span>Fire-Safe Swing Top Recepatacle. </span></strong><span>24 gallon non-magnetic Stainless Steel. </span><span>Comply with OSHA Requirements.</span></p>,,,,,,,
Rubbermaid T1424SSRB Fire-Safe Swing Top Receptacle 24 gal - Stainless Steel,RCP T1424SSRB,<p><strong><span>Fire-Safe Swing Top Receptacle. </span></strong><span>24 gallon non-magnetic Stainless Steel. </span><span>Comply with OSHA Requirements.</span></p>,,,,,,,
Rubbermaid T199 Replacement for HiDuster Plus Antimicrobial Duster ,RCP T199,"<p><strong><span>Overhead Dusting Tool Replacement Head.&nbsp;</span></strong><span>The Super HiDuster tool extends up to 102"" (8 1/2 feet) for higher ceilings.</span></p>",,,,,,,
Rubbermaid T200-06 Finish Mop Heads, Nylon - White (Medium),RCP T200-06,"<p><strong><span style="">Finish Mop Heads, Nylon - White (Medium)</span></strong></p><p><span style="">Non-linting, continuous filament yarn leaves an even, glossy, long-lasting finish every time.</span></p><ul class=""redsquare""><li><span style="">Innovative looped-end yarn construction holds finish but releases it evenly and efficiently.</span></li><li><span style="">Gloss Pro&trade; Flat Finish Mop applies finish to 30% more floor area per hour.</span></li></ul>",,,,,,
Rubbermaid T201-06 Finish Mop Heads 6/Case - White (Large),RCP T201-06,"<p><strong><span style="">Finish Mop Heads 6/Case - White (Large)</span></strong></p><p><span style="">Non-linting, continuous filament yarn leaves an even, glossy, long-lasting finish every time.</span></p><ul class=""redsquare""><li><span style="">Innovative looped-end yarn construction holds finish but releases it evenly and efficiently.</span></li><li><span style="">Gloss Pro&trade; Flat Finish Mop applies finish to 30% more floor area per hour.</span></li></ul>",,,,,,,
Rubbermaid T255 Rough Floor Mop Heads 12/Case - White (Medium),RCP T255,"<p><span style=""><strong>ROUGH PRO LOOPED HEAD MOP MEDIUM - 12/CASE (MEDIUM)</strong></span></p><p><span style="">Withstands the tough abrasions found in nonslip tile, concrete or raised, textured and stone floors. </span></p>",,,,,,,
Rubbermaid T256 Rough Floor Mop Heads 12/Case - White (Large ),RCP T256,"<p><span style=""><strong>ROUGH PRO LOOPED HEAD MOP LARGE - 12/CASE</strong></span></p><p><span style="">Withstands the tough abrasions found in nonslip tile, concrete or raised, textured and stone floors. </span></p>",,,,,,,
Rubbermaid T300 Clean Room Mop Heads 12/Case - White (Medium),RCP T300,"<p><strong><span style="">Clean Room Mop Heads 12/Case - White (Medium)</span></strong></p><p><span style="">Looped-end, tailbanded mop for greater floor coverage with each stroke.</span></p><ul class=""redsquare""><li><span style="">For use in Class 10,000 and higher industrial applications.</span></li><li><span style="">Made of a woven, rayon/polyester fabric that will not fray or lint.</span></li><li><span style="">Launderable and pre-shrunk for long product life.</span></li></ul>",,,,,,,
Rubbermaid T410 Flexible-Head Overhead Dusting Tool," 60"" Handle",RCP T410,"<p><strong><span>Flexible-Head Overhead Dusting Tool.&nbsp;</span></strong><span>The Flexi-Duster&reg; frame and handle combined with the Dust Mitt provide effective, convenient off-the-floor dusting.</span></p>",,,,,,
Rubbermaid T499 Flexible-Head Overhead Dusting Tool,RCP T499,"<p><strong><span>Flexible-Head Overhead Dusting.&nbsp;</span></strong><span>The Flexi-Duster frame and handle combined with the Dust Mitt provide effective, convenient off-the-floor dusting.&nbsp;</span></p>",,,,,,,
Rubbermaid T812-06 Tube Mop, Microfiber 6/Case, Green - (Medium),RCP T812-06 GRE,"<p><strong><span style="">Tube Mop, Microfiber 6/Case, Green - (Medium)</span></strong></p><p><span style="">Microfiber tube mop provides superior cleaning efficacy, absorbency and release to standard cotton mops. </span></p>",,,,,
Rubbermaid T852-06 Tube Mop, Microfiber 6/Case, Green (Medium),RCP T852-06 GRE,"<p><strong><span style="">Tube Mop, Microfiber 6/Case, Green (Medium)</span></strong></p><p><span style="">Microfiber tube mop provides superior cleaning efficacy, absorbency and release to standard cotton mops. </span></p>",,,,,
