Item Number,Manufacturer Long Name,List Price,Item Weight
RCP354060BG,RUBBERMAID COMMERCIAL PROD.,128.19,7.650
RCP354060BK,RUBBERMAID COMMERCIAL PROD.,128.19,7.650
RCP354060GY,RUBBERMAID COMMERCIAL PROD.,128.19,7.650
RCP354074BLU,RUBBERMAID COMMERCIAL PROD.,110.22,7.510
RCP3540BE,RUBBERMAID COMMERCIAL PROD.,115.32,29.904
RCP3540GRAY,RUBBERMAID COMMERCIAL PROD.,84.40,6.650
RCP3543GRA,RUBBERMAID COMMERCIAL PROD.,91.39,2.450
RCP354600BG,RUBBERMAID COMMERCIAL PROD.,141.46,6.900
RCP354600GY,RUBBERMAID COMMERCIAL PROD.,141.46,6.900
RCP3548GRA,RUBBERMAID COMMERCIAL PROD.,60.17,1.100
RCP3550GRA,RUBBERMAID COMMERCIAL PROD.,110.24,3.710
RCP355188BLA,RUBBERMAID COMMERCIAL PROD.,171.03,10.900
RCP3551L1,,10.17,1.560
RCP355200GY,RUBBERMAID COMMERCIAL PROD.,142.60,6.725
RCP3553STL,RUBBERMAID COMMERCIAL PROD.,344.51,1.000
RCP3559L3,,4.55,0.920
RCP356300BG,RUBBERMAID COMMERCIAL PROD.,159.62,6.640
RCP356300BGCT,RUBBERMAID COMMERCIAL PROD.,531.39,27.000
RCP3564GRA,,286.82,12.750
RCP3566GRA,RUBBERMAID COMMERCIAL PROD.,286.82,8.000
RCP3567GRA,RUBBERMAID COMMERCIAL PROD.,298.87,8.563
RCP356907GRECT,,638.47,25.400
RCP356973BE,RUBBERMAID COMMERCIAL PROD.,159.62,29.300
RCP356988BG,RUBBERMAID COMMERCIAL PROD.,159.62,5.050
RCP356988BK,RUBBERMAID COMMERCIAL PROD.,159.62,5.050
RCP356988BRO,RUBBERMAID COMMERCIAL PROD.,159.62,5.050
RCP356988GY,RUBBERMAID COMMERCIAL PROD.,159.62,5.050
RCP360088WHI,RUBBERMAID COMMERCIAL PROD.,712.81,28.160
RCP3600L5,,13.70,1.000
RCP3601WHI,,712.81,19.120
RCP360288WHI,RUBBERMAID COMMERCIAL PROD.,749.98,31.000
RCP360388WHI,RUBBERMAID COMMERCIAL PROD.,761.08,33.200
RCP3616WHICT,,144.15,3.000
RCP362000BK,RUBBERMAID COMMERCIAL PROD.,303.49,3.250
RCP3648GRACT,RUBBERMAID COMMERCIAL PROD.,254.07,14.500
RCP3690WHICT,RUBBERMAID COMMERCIAL PROD.,179.12,6.800
RCP3706GRE,,2152.02,47.000
RCP3707PLA,,1612.99,175.000
RCP3749OLV,,886.50,54.600
RCP395800BG,RUBBERMAID COMMERCIAL PROD.,258.01,9.750
RCP395873BLU,RUBBERMAID COMMERCIAL PROD.,258.01,9.000
RCP3958GRA,RUBBERMAID COMMERCIAL PROD.,258.01,77.300
RCP395973BLU,RUBBERMAID COMMERCIAL PROD.,357.33,11.600
RCP3959BEI,RUBBERMAID COMMERCIAL PROD.,357.33,12.950
RCP3959GRA,RUBBERMAID COMMERCIAL PROD.,357.33,12.950
RCP3961L1DRI,RUBBERMAID COMMERCIAL PROD.,78.98,2.600
RCP3961L3SAB,RUBBERMAID COMMERCIAL PROD.,41.58,1.250
RCP3963BEI,RUBBERMAID COMMERCIAL PROD.,1444.16,0.000
RCP3963BLA,RUBBERMAID COMMERCIAL PROD.,1444.16,76.400
RCP396400BG,RUBBERMAID COMMERCIAL PROD.,1217.74,78.000
RCP3964BLA,RUBBERMAID COMMERCIAL PROD.,1217.74,74.000
RCP3964DGR,RUBBERMAID COMMERCIAL PROD.,1217.74,74.600
RCP3964L6,,16.40,1.000
RCP3965BEI,RUBBERMAID COMMERCIAL PROD.,1369.95,65.000
RCP3965BLA,,1369.95,76.000
RCP3965DGR,RUBBERMAID COMMERCIAL PROD.,1369.95,74.900
RCP396873BLU,RUBBERMAID COMMERCIAL PROD.,1418.19,78.043
RCP397001BLA,,1567.11,51.550
RCP397001SAB,RUBBERMAID COMMERCIAL PROD.,1567.11,1.000
RCP397088BLA,,1435.08,49.550
RCP3970DRI,,1345.80,49.550
RCP3970SAB,RUBBERMAID COMMERCIAL PROD.,1345.80,49.550
RCP3971DRI,,1260.12,43.400
RCP397501DRI,,1702.80,58.150
RCP397501SAB,RUBBERMAID COMMERCIAL PROD.,1702.80,58.150
RCP397589,RUBBERMAID COMMERCIAL PROD.,2541.69,62.390
RCP3975BLA,,1518.21,55.500
RCP3975DRI,RUBBERMAID COMMERCIAL PROD.,1470.76,55.500
RCP3975L1DRI,RUBBERMAID COMMERCIAL PROD.,128.39,7.880
RCP3975L1SAB,RUBBERMAID COMMERCIAL PROD.,128.39,7.880
RCP3975L2SAB,,107.88,6.700
RCP3975L3BLA,,143.95,1.000
RCP3975L3DRI,,143.95,7.200
RCP3975L3SAB,RUBBERMAID COMMERCIAL PROD.,143.95,7.200
RCP3975L8,RUBBERMAID COMMERCIAL PROD.,4.31,1.000
RCP3975L9,RUBBERMAID COMMERCIAL PROD.,36.77,0.900
RCP3975M2DRI,RUBBERMAID COMMERCIAL PROD.,190.75,1.000
RCP3975M2SAB,RUBBERMAID COMMERCIAL PROD.,190.75,1.000
RCP3975M3SAB,RUBBERMAID COMMERCIAL PROD.,98.70,3.050
RCP3975SAB,RUBBERMAID COMMERCIAL PROD.,1470.76,53.200
RCP3976L1SAB,RUBBERMAID COMMERCIAL PROD.,99.51,5.200
RCP3976L2,RUBBERMAID COMMERCIAL PROD.,58.05,1.540
RCP3Q22CLMCBCT,RUBBERMAID,104.40,9.000
RCP3Q25CLMCB,,153.12,0.000
RCP3Q27CLE,,146.64,18.000
RCP3Q28CLECT,,158.94,24.800
RCP3Q34CLE,RUBBERMAID COMMERCIAL PROD.,131.88,18.300
RCP3Q35CLMCB,,185.40,0.000
RCP4002COR,,386.88,26.400
RCP4002RIV,,399.36,34.895
RCP4003BRO,RUBBERMAID COMMERCIAL PROD.,414.04,35.100
RCP4003COR,RUBBERMAID COMMERCIAL PROD.,414.04,32.000
RCP4003RIV,RUBBERMAID COMMERCIAL PROD.,414.04,35.200
RCP4004COR,RUBBERMAID COMMERCIAL PROD.,527.00,1.000
RCP4004RIV,RUBBERMAID COMMERCIAL PROD.,527.00,46.200
RCP4009831,RUBBERMAID COMMERCIAL PROD.,188.60,6.581
RCP4012441,RUBBERMAID COMMERCIAL PROD.,109.99,2.461
RCP4012461,RUBBERMAID COMMERCIAL PROD.,109.99,2.468
RCP4012471,RUBBERMAID COMMERCIAL PROD.,109.99,2.586
RCP4012551,RUBBERMAID COMMERCIAL PROD.,180.05,2.657
RCP4012571,RUBBERMAID COMMERCIAL PROD.,180.05,9.000
RCP4012581,RUBBERMAID COMMERCIAL PROD.,180.05,3.000
RCP401310,RUBBERMAID COMMERCIAL PROD.,207.92,9.100
RCP4013111,RUBBERMAID COMMERCIAL PROD.,96.48,15.000
RCP4013121EA,RUBBERMAID COMMERCIAL PROD.,21.76,2.000
RCP4013121EACT,RUBBERMAID COMMERCIAL PROD.,85.72,8.500
RCP4013131,RUBBERMAID COMMERCIAL PROD.,96.48,7.800
RCP401504,RUBBERMAID COMMERCIAL PROD.,175.96,6.559
RCP4015411,RUBBERMAID COMMERCIAL PROD.,179.67,18.000
RCP4015421,RUBBERMAID COMMERCIAL PROD.,165.54,18.000
RCP4015431,RUBBERMAID COMMERCIAL PROD.,179.67,18.000
RCP401693,RUBBERMAID COMMERCIAL PROD.,22.45,0.675
RCP401693CT,RUBBERMAID COMMERCIAL PROD.,86.43,2.700
RCP401804A,RUBBERMAID COMMERCIAL PROD.,522.97,2.150
RCP401982,RUBBERMAID COMMERCIAL PROD.,657.13,3.500
RCP402093,RUBBERMAID COMMERCIAL PROD.,89.78,2.487
RCP4020BLA,,1767.03,73.700
RCP402110,RUBBERMAID COMMERCIAL PROD.,141.82,1.400
RCP402112,RUBBERMAID COMMERCIAL PROD.,141.82,2.000
RCP402113,RUBBERMAID COMMERCIAL PROD.,141.82,1.552
RCP4021BLA,RUBBERMAID COMMERCIAL PROD.,2163.27,96.200
RCP402236,RUBBERMAID COMMERCIAL PROD.,120.97,2.000
RCP402338CT,,644.55,25.904
RCP402364,RUBBERMAID COMMERCIAL PROD.,179.67,16.140
RCP402369,RUBBERMAID COMMERCIAL PROD.,141.82,1.516
RCP402408,RUBBERMAID COMMERCIAL PROD.,180.05,2.673
RCP402470,RUBBERMAID COMMERCIAL PROD.,141.82,1.486
RCP402472,RUBBERMAID COMMERCIAL PROD.,141.82,2.000
RCP409100BLA,RUBBERMAID COMMERCIAL PROD.,634.88,43.400
RCP409100CM,RUBBERMAID COMMERCIAL PROD.,634.88,43.400
RCP4091GRA,RUBBERMAID COMMERCIAL PROD.,634.88,43.000
RCP4091L1BLA,RUBBERMAID COMMERCIAL PROD.,93.05,10.100
RCP4092CRE,RUBBERMAID COMMERCIAL PROD.,894.75,44.000
RCP4093BLA,RUBBERMAID COMMERCIAL PROD.,1020.96,49.650
RCP4093CRE,RUBBERMAID COMMERCIAL PROD.,1020.96,50.000
RCP4094GRA,RUBBERMAID COMMERCIAL PROD.,1020.96,55.000
RCP4094L1BLA,RUBBERMAID COMMERCIAL PROD.,89.03,3.080
RCP4095BLA,RUBBERMAID COMMERCIAL PROD.,1110.08,52.000
RCP409600BLA,RUBBERMAID COMMERCIAL PROD.,831.60,52.000
RCP420087BISCT,,127.80,0.000
RCP4209CT,RUBBERMAID,191.43,0.000
RCP421288BLA,RUBBERMAID COMMERCIAL PROD.,110.24,3.450
RCP421388BLA,RUBBERMAID COMMERCIAL PROD.,156.71,4.629
RCP421588BLA,RUBBERMAID COMMERCIAL PROD.,201.41,4.752
RCP424288BLA,,279.38,32.400
RCP4243BLA,,247.82,23.267
RCP4244BLA,,264.52,24.800
RCP4245BLA,RUBBERMAID COMMERCIAL PROD.,467.76,53.000
RCP4247BLA,RUBBERMAID COMMERCIAL PROD.,738.83,80.000
RCP424806BLACT,,345.41,11.600
RCP4251YEL,RUBBERMAID COMMERCIAL PROD.,153.70,2.500
RCP4252YEL,RUBBERMAID COMMERCIAL PROD.,58.31,22.000
RCP4253YEL,RUBBERMAID COMMERCIAL PROD.,49.01,1.000
RCP4254,RUBBERMAID COMMERCIAL PROD.,53.48,1.212
RCP4255YELCT,,392.46,8.900
RCP430000BK,RUBBERMAID COMMERCIAL PROD.,1154.62,52.000
RCP440000,RUBBERMAID COMMERCIAL PROD.,310.01,19.100
RCP440120BLA,RUBBERMAID COMMERCIAL PROD.,341.55,20.500
RCP440186BLA,,519.74,25.353
RCP4401BLA,RUBBERMAID COMMERCIAL PROD.,376.81,45.690
RCP4402L1,,37.86,3.100
RCP4403BLA,RUBBERMAID COMMERCIAL PROD.,1076.67,58.201
RCP4406BLA,RUBBERMAID COMMERCIAL PROD.,1128.65,65.500
RCP443600BK,RUBBERMAID COMMERCIAL PROD.,1202.89,78.000
RCP443610BLA,RUBBERMAID COMMERCIAL PROD.,1358.80,75.800
RCP4441BLA,RUBBERMAID COMMERCIAL PROD.,1228.84,75.800
RCP4462,RUBBERMAID COMMERCIAL PROD.,891.04,73.000
RCP4463BLA,RUBBERMAID COMMERCIAL PROD.,1002.35,85.000
RCP4464,RUBBERMAID COMMERCIAL PROD.,1147.18,106.000
RCP4465,RUBBERMAID COMMERCIAL PROD.,2446.62,133.000
RCP446610BLA,RUBBERMAID COMMERCIAL PROD.,1533.32,89.992
RCP4466BLA,RUBBERMAID COMMERCIAL PROD.,1384.77,81.600
RCP4467,RUBBERMAID COMMERCIAL PROD.,1121.24,81.000
RCP4468BLA,RUBBERMAID COMMERCIAL PROD.,1247.44,96.000
RCP4469,RUBBERMAID COMMERCIAL PROD.,1399.65,117.000
RCP4471BLA,RUBBERMAID COMMERCIAL PROD.,1421.93,85.000
RCP4473BLA,RUBBERMAID COMMERCIAL PROD.,1358.80,102.007
RCP4477BLA,RUBBERMAID COMMERCIAL PROD.,1525.91,97.994
RCP4479BLA,,1659.52,115.000
RCP4483BLA,,1343.95,90.000
RCP4485BLA,RUBBERMAID COMMERCIAL PROD.,1757.10,103.000
RCP4486BLA,RUBBERMAID COMMERCIAL PROD.,1757.10,105.005
RCP4487BLA,,2033.93,124.000
RCP4488,RUBBERMAID COMMERCIAL PROD.,2086.49,119.000
RCP4490BLA,RUBBERMAID COMMERCIAL PROD.,460.35,35.000
RCP4491BLA,,523.44,44.000
RCP4492RED,RUBBERMAID COMMERCIAL PROD.,426.96,19.600
RCP4494BLA,RUBBERMAID COMMERCIAL PROD.,917.01,50.992
RCP4495BLA,,1050.65,62.000
RCP4496BLA,RUBBERMAID COMMERCIAL PROD.,1529.60,99.207
RCP4497BLA,,1828.03,121.000
RCP450030,RUBBERMAID COMMERCIAL PROD.,21.18,0.863
RCP450030CT,RUBBERMAID COMMERCIAL PROD.,203.09,10.362
RCP450088BG,RUBBERMAID COMMERCIAL PROD.,464.08,42.000
RCP450088BK,RUBBERMAID COMMERCIAL PROD.,464.08,42.000
RCP450089BEIG,RUBBERMAID COMMERCIAL PROD.,478.92,29.500
RCP450089BLA,,478.92,22.540
RCP4501L1,RUBBERMAID COMMERCIAL PROD.,17.26,0.973
RCP4501L2,RUBBERMAID COMMERCIAL PROD.,22.39,1.079
RCP450500BG,RUBBERMAID COMMERCIAL PROD.,497.49,30.250
RCP450500BK,RUBBERMAID COMMERCIAL PROD.,497.49,30.000
RCP451288BLA,RUBBERMAID COMMERCIAL PROD.,1121.24,57.060
RCP4512L6,,12.47,0.350
RCP451388BLA,RUBBERMAID COMMERCIAL PROD.,1544.42,1.000
RCP452010BLA,RUBBERMAID COMMERCIAL PROD.,1110.08,66.260
RCP452088BG,RUBBERMAID COMMERCIAL PROD.,527.15,41.000
RCP452088BK,RUBBERMAID COMMERCIAL PROD.,527.15,58.670
RCP452089BEI,,540.21,31.720
RCP452089BLA,RUBBERMAID COMMERCIAL PROD.,540.21,150.000
RCP452500BG,RUBBERMAID COMMERCIAL PROD.,551.33,41.000
RCP452500BK,RUBBERMAID COMMERCIAL PROD.,551.33,41.000
RCP453288BLA,RUBBERMAID COMMERCIAL PROD.,1536.98,72.300
RCP453388BLA,RUBBERMAID COMMERCIAL PROD.,2008.52,122.900
RCP453588BLA,RUBBERMAID COMMERCIAL PROD.,1295.71,1.000
RCP4545BLA,RUBBERMAID COMMERCIAL PROD.,872.46,42.000
RCP454610BLA,RUBBERMAID COMMERCIAL PROD.,1473.90,73.920
RCP4546BEI,RUBBERMAID COMMERCIAL PROD.,920.70,52.370
RCP4546BLA,RUBBERMAID COMMERCIAL PROD.,920.70,52.370
RCP454888BLA,RUBBERMAID COMMERCIAL PROD.,2312.91,1.000
RCP4592,,768.49,25.551
RCP4593RED,,221.81,12.280
RCP4608BLA,RUBBERMAID COMMERCIAL PROD.,735.10,33.200
RCP4608L3,,31.44,1.000
RCP4608L4,,33.61,1.060
RCP4608WHI,,735.10,35.935
RCP4608YEL,,729.63,36.000
RCP4609BLA,RUBBERMAID COMMERCIAL PROD.,408.37,11.600
RCP4610,,646.01,12.000
RCP4611BLA,RUBBERMAID COMMERCIAL PROD.,1429.34,70.000
RCP461200BLA,RUBBERMAID COMMERCIAL PROD.,961.56,47.700
RCP4612BLU,,961.56,40.000
RCP4612WHI,,961.56,40.000
RCP4612YEL,,992.57,40.000
RCP461300BLA,RUBBERMAID COMMERCIAL PROD.,447.40,15.120
RCP4614BLA,RUBBERMAID COMMERCIAL PROD.,1076.67,53.000
RCP4614BLU,,1076.67,46.000
RCP4614L3,,48.25,1.000
RCP4614WHI,,1076.67,50.926
RCP4615BLA,RUBBERMAID COMMERCIAL PROD.,482.64,15.000
RCP461673BE,RUBBERMAID COMMERCIAL PROD.,1169.47,51.000
RCP4616BLU,,1169.47,53.000
RCP4616WHI,,1169.47,50.926
RCP4617BLA,RUBBERMAID COMMERCIAL PROD.,517.92,19.000
RCP4618BLA,RUBBERMAID COMMERCIAL PROD.,1696.64,75.000
RCP4619BLA,RUBBERMAID COMMERCIAL PROD.,1369.95,64.000
RCP4619RED,,1359.74,59.000
RCP4619YEL,,1359.74,60.000
RCP4625,,683.12,15.000
RCP4708BLA,,1061.85,46.500
RCP4712BLA,RUBBERMAID COMMERCIAL PROD.,1299.36,62.300
RCP4716BLA,RUBBERMAID COMMERCIAL PROD.,1548.11,69.000
RCP4720BLA,RUBBERMAID COMMERCIAL PROD.,1826.56,84.800
RCP4727BLA,RUBBERMAID COMMERCIAL PROD.,2145.88,105.000
RCP4870055,RUBBERMAID COMMERCIAL PROD.,163.71,1.000
RCP4870108,RUBBERMAID COMMERCIAL PROD.,10.01,0.200
RCP4870108CT,RUBBERMAID COMMERCIAL PROD.,60.07,3.000
RCP4870109CT,,120.15,9.600
RCP48HTWUBLA,,3272.87,121.000
RCP490099,,114.44,1.000
RCP490238,,5104.89,46.000
RCP500288CLE,RUBBERMAID COMMERCIAL PROD.,397.23,29.600
RCP500388CLE,RUBBERMAID COMMERCIAL PROD.,282.13,20.300
RCP500394,,280.27,6.000
RCP500483,RUBBERMAID COMMERCIAL PROD.,1105.50,1.000
RCP500588GRA,RUBBERMAID COMMERCIAL PROD.,386.11,20.100
RCP500788GRA,RUBBERMAID COMMERCIAL PROD.,506.79,27.400
RCP500888CLE,RUBBERMAID COMMERCIAL PROD.,436.26,24.600
RCP500888GRA,RUBBERMAID COMMERCIAL PROD.,436.26,24.600
RCP500988GRA,RUBBERMAID COMMERCIAL PROD.,445.47,21.800
RCP501088GRA,RUBBERMAID COMMERCIAL PROD.,317.38,16.500
RCP501188GRA,RUBBERMAID COMMERCIAL PROD.,410.19,26.000
RCP501388CLE,RUBBERMAID COMMERCIAL PROD.,441.78,18.200
RCP501388GRA,RUBBERMAID COMMERCIAL PROD.,441.78,28.000
RCP502888GRA,RUBBERMAID COMMERCIAL PROD.,374.97,19.000
RCP505012CT,,649.88,2.700
RCP511400WH,RUBBERMAID COMMERCIAL PROD.,112.38,0.818
RCP5137,RUBBERMAID COMMERCIAL PROD.,139.22,0.953
RCP5158,RUBBERMAID COMMERCIAL PROD.,157.11,2.570
RCP5159,RUBBERMAID COMMERCIAL PROD.,157.11,0.750
RCP516000,RUBBERMAID COMMERCIAL PROD.,157.11,3.000
RCP5168,RUBBERMAID COMMERCIAL PROD.,234.70,0.670
RCP5169,RUBBERMAID COMMERCIAL PROD.,194.00,1.000
RCP525642,,23.34,4.930
RCP53565800,,47.49,0.840
RCP5640BLA,,619.97,49.200
RCP564210,,1299.36,1.000
RCP5642BLA,RUBBERMAID COMMERCIAL PROD.,605.12,49.450
RCP565461BLA,,529.05,37.120
RCP565861BLA,RUBBERMAID COMMERCIAL PROD.,475.20,46.700
RCP565961BLA,,545.73,1.000
RCP5660BLA,,1046.93,101.650
RCP566261BLA,,571.73,62.500
RCP566361BLA,RUBBERMAID COMMERCIAL PROD.,1399.65,80.000
RCP571473BE,RUBBERMAID COMMERCIAL PROD.,54.16,4.010
RCP571473GRE,,54.16,4.350
RCP571873BE,RUBBERMAID COMMERCIAL PROD.,69.78,4.826
RCP571873GRE,,418.68,29.900
RCP572024CLE,RUBBERMAID COMMERCIAL PROD.,6.17,0.283
RCP5720WHI,RUBBERMAID COMMERCIAL PROD.,5.83,0.300
RCP572124CLE,RUBBERMAID COMMERCIAL PROD.,9.27,0.491
RCP5721WHI,RUBBERMAID COMMERCIAL PROD.,8.59,1.000
RCP5722YEL,RUBBERMAID COMMERCIAL PROD.,5.15,0.168
RCP572324CLE,RUBBERMAID COMMERCIAL PROD.,10.63,0.690
RCP5723WHI,RUBBERMAID COMMERCIAL PROD.,10.29,1.000
RCP572424CLE,RUBBERMAID COMMERCIAL PROD.,13.73,0.800
RCP5724WHI,RUBBERMAID COMMERCIAL PROD.,11.69,1.000
RCP5725YEL,RUBBERMAID COMMERCIAL PROD.,5.49,0.200
RCP572624CLE,RUBBERMAID COMMERCIAL PROD.,22.32,1.200
RCP5726WHI,,20.93,1.000
RCP572724CLECT,,158.66,11.100
RCP572824CLE,RUBBERMAID COMMERCIAL PROD.,29.85,2.470
RCP572824CLECT,RUBBERMAID COMMERCIAL PROD.,184.92,15.650
RCP5728WHI,RUBBERMAID COMMERCIAL PROD.,32.61,2.420
RCP572924CLE,RUBBERMAID COMMERCIAL PROD.,42.90,2.250
RCP5729WHICT,,240.87,16.700
RCP5730NATCT,,76.44,3.700
RCP5730YEL,RUBBERMAID COMMERCIAL PROD.,12.34,1.000
RCP5E28MICHRCT,,282.33,12.000
RCP5L2000SDONX,,1224.15,0.000
RCP6110YEL,,40.49,1.000
RCP6111L3,RUBBERMAID COMMERCIAL PROD.,13.02,0.250
RCP611200YW,RUBBERMAID COMMERCIAL PROD.,32.30,2.200
RCP611277YW,RUBBERMAID COMMERCIAL PROD.,28.03,2.500
RCP611277YWCT,RUBBERMAID COMMERCIAL PROD.,168.18,15.000
RCP611278YEL,RUBBERMAID COMMERCIAL PROD.,32.30,2.108
RCP611290YELCT,,223.32,2.000
RCP611477YEL,RUBBERMAID COMMERCIAL PROD.,85.07,4.986
RCP611478YEL,,85.07,4.483
RCP6114YEL,,85.07,1.000
RCP6122M6,RUBBERMAID COMMERCIAL PROD.,9.60,0.100
RCP612788BLUCT,,385.52,18.700
RCP612788BROCT,,385.52,18.500
RCP612788GRECT,,385.52,18.700
RCP612788RED,RUBBERMAID COMMERCIAL PROD.,192.76,8.400
RCP612788YEL,RUBBERMAID COMMERCIAL PROD.,192.76,8.000
RCP614000,RUBBERMAID COMMERCIAL PROD.,130.32,2.611
RCP6141,RUBBERMAID COMMERCIAL PROD.,76.13,4.800
RCP6141WHICT,RUBBERMAID COMMERCIAL PROD.,39.00,7.000
RCP6142WHI,RUBBERMAID COMMERCIAL PROD.,225.95,7.000
RCP6144YEL,,265.92,9.039
RCP6145L3,,34.39,0.440
RCP614687RD,RUBBERMAID COMMERCIAL PROD.,687.95,18.750
RCP6146BLU,,432.80,16.424
RCP6146L4BLA,,47.56,1.000
RCP6146RED,RUBBERMAID COMMERCIAL PROD.,432.80,16.010
RCP6146WHI,RUBBERMAID COMMERCIAL PROD.,432.80,16.000
RCP614700RD,RUBBERMAID COMMERCIAL PROD.,445.74,18.750
RCP614787BK,RUBBERMAID COMMERCIAL PROD.,841.87,21.750
RCP6147L1,,16.42,1.000
RCP6147L2,,33.64,0.730
RCP6163,,424.68,10.000
RCP6167BLA,,536.46,21.000
RCP6170BLA,,320.39,9.750
RCP6171BLA,RUBBERMAID COMMERCIAL PROD.,320.39,16.200
RCP617388BK,RUBBERMAID COMMERCIAL PROD.,327.24,38.000
RCP617388BLU,RUBBERMAID COMMERCIAL PROD.,465.96,39.198
RCP6173L1,RUBBERMAID COMMERCIAL PROD.,18.28,0.860
RCP6173L9GRA,RUBBERMAID COMMERCIAL PROD.,47.05,3.680
RCP6173M5BLA,RUBBERMAID COMMERCIAL PROD.,23.33,2.600
RCP6173M6,RUBBERMAID COMMERCIAL PROD.,18.60,1.300
RCP6174BLA,RUBBERMAID COMMERCIAL PROD.,249.80,8.300
RCP6176BLACT,,249.80,3.700
RCP617700BG,RUBBERMAID COMMERCIAL PROD.,185.75,12.000
RCP6177L1,,27.33,0.500
RCP6178BLACT,,634.82,3.000
RCP6179BLA,RUBBERMAID COMMERCIAL PROD.,139.22,2.894
RCP618000BLA,RUBBERMAID COMMERCIAL PROD.,976.41,52.000
RCP618088BLA,RUBBERMAID COMMERCIAL PROD.,1332.81,65.000
RCP6181L2,RUBBERMAID COMMERCIAL PROD.,12.74,0.148
RCP6181YEL,RUBBERMAID COMMERCIAL PROD.,246.33,7.450
RCP6182GRA,RUBBERMAID COMMERCIAL PROD.,346.50,1.000
RCP6184YEL,RUBBERMAID COMMERCIAL PROD.,50.47,1.026
RCP6185M2YEL,RUBBERMAID COMMERCIAL PROD.,161.74,8.650
RCP618688YW,RUBBERMAID COMMERCIAL PROD.,399.80,64.510
RCP6187BLA,RUBBERMAID COMMERCIAL PROD.,89.16,1.700
RCP6188BLACT,,214.09,3.900
RCP618901GRA,RUBBERMAID COMMERCIAL PROD.,187.49,4.200
RCP6189L1,RUBBERMAID COMMERCIAL PROD.,48.35,2.500
RCP6189L2BRO,RUBBERMAID COMMERCIAL PROD.,73.48,3.540
RCP6189L3,RUBBERMAID COMMERCIAL PROD.,25.70,0.440
RCP6189L6,RUBBERMAID COMMERCIAL PROD.,72.84,2.140
RCP6189PLA,RUBBERMAID COMMERCIAL PROD.,2123.60,84.000
RCP6190BLA,RUBBERMAID COMMERCIAL PROD.,1777.76,95.591
RCP6191BLA,RUBBERMAID COMMERCIAL PROD.,2134.72,1.000
RCP6191L1,RUBBERMAID COMMERCIAL PROD.,21.02,1.000
RCP6192BLA,RUBBERMAID COMMERCIAL PROD.,1956.23,86.500
RCP6194STL,RUBBERMAID COMMERCIAL PROD.,40.70,2.500
RCP6195BLA,,124.90,5.004
RCP6196BLA,,142.73,2.491
RCP6197BLA,,185.63,6.702
RCP6243GRA,RUBBERMAID COMMERCIAL PROD.,66.40,2.100
RCP6245GRA,RUBBERMAID COMMERCIAL PROD.,98.37,1.650
RCP627600YW,RUBBERMAID COMMERCIAL PROD.,46.80,3.520
RCP627677,RUBBERMAID COMMERCIAL PROD.,96.88,3.520
RCP627687YELCT,,484.38,19.500
RCP6276YEL,RUBBERMAID COMMERCIAL PROD.,96.88,1.000
RCP627777,RUBBERMAID COMMERCIAL PROD.,69.78,2.340
RCP6284BLA,,80.60,9.120
RCP628700YW,RUBBERMAID,451.11,26.000
RCP6287L1,,136.19,0.730
RCP6300BLA,RUBBERMAID COMMERCIAL PROD.,499.35,20.700
RCP6300L1BLA,,50.40,1.250
RCP630100YEL,RUBBERMAID COMMERCIAL PROD.,5.55,0.236
RCP6302CLE,RUBBERMAID COMMERCIAL PROD.,13.39,0.531
RCP6304CLE,RUBBERMAID COMMERCIAL PROD.,19.56,0.750
RCP6306CLE,RUBBERMAID COMMERCIAL PROD.,24.37,1.300
RCP6308CLE,RUBBERMAID COMMERCIAL PROD.,27.81,1.640
RCP631000WE,RUBBERMAID COMMERCIAL PROD.,5.15,0.219
RCP631000WECT,RUBBERMAID COMMERCIAL PROD.,123.60,7.000
RCP631100WE,RUBBERMAID COMMERCIAL PROD.,5.21,0.234
RCP6312CLE,RUBBERMAID COMMERCIAL PROD.,42.59,1.550
RCP6318CLE,,63.18,1.000
RCP6320,RUBBERMAID COMMERCIAL PROD.,12.61,0.430
RCP6322CLE,RUBBERMAID COMMERCIAL PROD.,70.37,3.500
RCP6337BLU,RUBBERMAID COMMERCIAL PROD.,30.44,0.959
RCP6341BLA,RUBBERMAID COMMERCIAL PROD.,13.36,0.610
RCP6342,RUBBERMAID COMMERCIAL PROD.,14.85,0.444
RCP6350BLA,RUBBERMAID COMMERCIAL PROD.,158.88,1.520
RCP6351DZ,RUBBERMAID COMMERCIAL PROD.,80.35,10.000
RCP6352DZ,,120.15,1.108
RCP6355GRA,RUBBERMAID COMMERCIAL PROD.,34.50,1.000
RCP6357DZ,RUBBERMAID COMMERCIAL PROD.,196.42,1.050
RCP6361,RUBBERMAID COMMERCIAL PROD.,7.75,0.600
RCP6362,RUBBERMAID COMMERCIAL PROD.,10.41,1.500
RCP6364,RUBBERMAID COMMERCIAL PROD.,10.41,2.000
RCP6373BRO,RUBBERMAID COMMERCIAL PROD.,13.36,0.700
RCP637400BLA,RUBBERMAID COMMERCIAL PROD.,18.91,1.100
RCP637500GY,RUBBERMAID COMMERCIAL PROD.,36.06,0.820
RCP6381,RUBBERMAID COMMERCIAL PROD.,27.09,1.700
RCP6383,RUBBERMAID COMMERCIAL PROD.,34.19,2.064
RCP6384CT,,458.67,34.900
RCP6385GRA,RUBBERMAID COMMERCIAL PROD.,47.49,1.300
