Item Number,Manufacturer Long Name,List Price,Item Weight
RCPQ749YEL,RUBBERMAID COMMERCIAL PROD.,14.85,0.705
RCPQ750YW,RUBBERMAID COMMERCIAL PROD.,22.63,0.720
RCPQ755,RUBBERMAID COMMERCIAL PROD.,37.14,1.000
RCPQ760,RUBBERMAID COMMERCIAL PROD.,37.14,1.040
RCPQ765YEL,RUBBERMAID COMMERCIAL PROD.,140.30,2.133
RCPQ765YELCT,RUBBERMAID COMMERCIAL PROD.,673.78,12.800
RCPQ770YELCT,,1053.88,18.000
RCPQ775YEL,RUBBERMAID COMMERCIAL PROD.,214.37,1.000
RCPQ800WHI,RUBBERMAID COMMERCIAL PROD.,213.71,1.900
RCPQ805CT,RUBBERMAID COMMERCIAL PROD.,205.16,5.000
RCPQ805EA,RUBBERMAID COMMERCIAL PROD.,33.30,0.700
RCPQ810YEL,RUBBERMAID COMMERCIAL PROD.,211.67,2.000
RCPQ820BLU,RUBBERMAID COMMERCIAL PROD.,138.38,2.000
RCPQ850,RUBBERMAID COMMERCIAL PROD.,56.42,0.720
RCPQ851,RUBBERMAID COMMERCIAL PROD.,21.92,0.200
RCPQ852WHI,RUBBERMAID COMMERCIAL PROD.,63.49,1.000
RCPQ853WHI,RUBBERMAID COMMERCIAL PROD.,187.30,2.060
RCPQ853WHIEA,RUBBERMAID COMMERCIAL PROD.,31.22,1.000
RCPQ855,RUBBERMAID COMMERCIAL PROD.,77.97,1.000
RCPQ856GREDZ,,258.54,1.360
RCPQ861WHI,RUBBERMAID COMMERCIAL PROD.,307.27,2.066
RCPQ871BLUCT,,258.54,2.412
RCPQ881YEL,RUBBERMAID COMMERCIAL PROD.,258.54,1.640
RCPQ891BLU,RUBBERMAID COMMERCIAL PROD.,258.54,0.160
RCPQ90088YW,RUBBERMAID COMMERCIAL PROD.,208.85,10.160
RCPQ920L6,RUBBERMAID COMMERCIAL PROD.,6.28,1.000
RCPQ930,RUBBERMAID COMMERCIAL PROD.,241.34,11.000
RCPQ930L1,RUBBERMAID COMMERCIAL PROD.,20.45,2.000
RCPQ95088YW,RUBBERMAID COMMERCIAL PROD.,126.61,27.730
RCPQ96600,RUBBERMAID COMMERCIAL PROD.,90.18,3.600
RCPQ966L1,,24.49,1.000
RCPQ969L1,,29.58,1.000
RCPQ977,RUBBERMAID COMMERCIAL PROD.,43.46,1.000
RCPQ979,RUBBERMAID COMMERCIAL PROD.,757.36,8.200
RCPQ979L2,,23.75,1.000
RCPQ989,RUBBERMAID COMMERCIAL PROD.,757.36,7.500
RCPQST12EPLRD,,506.17,23.000
RCPQST12EPLWH,,506.18,23.000
RCPQST12ERBRD,,440.63,20.000
RCPQST12ERBWH,RUBBERMAID COMMERCIAL PROD.,440.63,20.000
RCPQST12SSPL,,821.90,19.996
RCPQST12SSRB,,772.18,20.000
RCPQST24EPLWH,,692.70,35.000
RCPQST24ERBWH,RUBBERMAID COMMERCIAL PROD.,601.61,29.000
RCPQST24SSPL,RUBBERMAID COMMERCIAL PROD.,1173.44,32.000
RCPQST24SSRB,,1082.24,26.000
RCPQST40EPLRD,,964.78,46.000
RCPQST40EPLWH,RUBBERMAID COMMERCIAL PROD.,964.78,46.000
RCPQST40ERBWH,RUBBERMAID COMMERCIAL PROD.,782.44,37.000
RCPQST40EWPLWH,,1296.33,42.990
RCPQST40SSPL,,1909.69,46.000
RCPQST40SSRB,,1727.35,39.000
RCPQST40SWPL,,1909.69,51.000
RCPQST7EPLRD,,465.00,19.000
RCPQST7EPLWH,RUBBERMAID COMMERCIAL PROD.,465.00,16.997
RCPQST7ERBRD,,423.55,16.000
RCPQST7ERBWH,,423.55,16.000
RCPQST7SSPL,,763.38,19.000
RCPQST7SSRB,,721.93,17.000
RCPR1012EBK,RUBBERMAID COMMERCIAL PROD.,313.72,6.702
RCPR1012EGL,,213.00,1.000
RCPR1012SS,RUBBERMAID COMMERCIAL PROD.,362.89,6.702
RCPR12201PL,RUBBERMAID COMMERCIAL PROD.,845.80,39.000
RCPR12202PL,RUBBERMAID COMMERCIAL PROD.,845.80,39.000
RCPR12SBKPL,,687.24,31.000
RCPR12SU201PL,RUBBERMAID COMMERCIAL PROD.,1047.61,54.000
RCPR12WU2000PL,,1128.34,50.000
RCPR12WU201,RUBBERMAID COMMERCIAL PROD.,1128.34,50.000
RCPR12WUSBKPL,,969.77,35.000
RCPR1530EGLBK,,336.54,23.038
RCPR1530EGLRD,,336.54,22.046
RCPR1530EGLWH,,336.54,22.046
RCPR1530EPLBK,RUBBERMAID COMMERCIAL PROD.,336.54,21.250
RCPR1530EPLCOB,RUBBERMAID COMMERCIAL PROD.,336.54,50.000
RCPR1530EPLRD,,336.54,22.000
RCPR1530EPLSG,,339.94,20.000
RCPR1530MCGL,,624.84,1.000
RCPR153610GLBK,,746.20,25.000
RCPR153610PLBK,,746.20,59.000
RCPR153610PLEG,RUBBERMAID COMMERCIAL PROD.,762.78,23.000
RCPR153620BPLBK,,746.20,25.000
RCPR153620PLANT,,746.20,22.850
RCPR1536EGLALM,RUBBERMAID COMMERCIAL PROD.,364.44,25.000
RCPR1536EGLBK,,364.44,25.684
RCPR1536EGLCB,,364.44,25.000
RCPR1536EGLRD,RUBBERMAID COMMERCIAL PROD.,364.44,22.040
RCPR1536EGLRED,,376.19,22.046
RCPR1536EGLSG,,376.19,25.000
RCPR1536EGLW,RUBBERMAID COMMERCIAL PROD.,364.44,27.000
RCPR1536EOTGLBK,RUBBERMAID COMMERCIAL PROD.,363.57,44.790
RCPR1536EOTPLB,,363.57,25.000
RCPR1536EPLALM,,364.44,25.000
RCPR1536EPLBLK,RUBBERMAID COMMERCIAL PROD.,364.44,23.000
RCPR1536EPLCBL,,364.44,25.000
RCPR1536EPLRD,RUBBERMAID COMMERCIAL PROD.,364.44,25.000
RCPR1536EPLSGR,,364.44,25.000
RCPR1536EPLWHI,,364.44,25.000
RCPR1536MCGL,RUBBERMAID COMMERCIAL PROD.,919.18,27.000
RCPR1536MCPL,,919.18,25.000
RCPR1536SBBRPL,RUBBERMAID COMMERCIAL PROD.,537.42,25.000
RCPR1536SCGRPL,,537.42,25.000
RCPR1536SMGL,,537.42,25.132
RCPR1536SSSPL,,746.20,25.000
RCPR1536STEGL,,508.59,29.000
RCPR1536STEPL,,536.19,29.000
RCPR1639EHBZ,RUBBERMAID COMMERCIAL PROD.,376.81,20.000
RCPR1639EHGR,RUBBERMAID COMMERCIAL PROD.,376.81,21.000
RCPR18201PL,,1142.72,66.000
RCPR18SU201PL,RUBBERMAID COMMERCIAL PROD.,1323.24,70.000
RCPR18WU201,,1409.73,70.000
RCPR18WU500PL,,1597.12,70.000
RCPR1BK,RUBBERMAID COMMERCIAL PROD.,415.81,24.000
RCPR1SM,RUBBERMAID COMMERCIAL PROD.,415.81,24.000
RCPR2030EBK,RUBBERMAID COMMERCIAL PROD.,860.31,45.000
RCPR2030SSPL,RUBBERMAID COMMERCIAL PROD.,1513.61,71.230
RCPR23SU50PL,RUBBERMAID COMMERCIAL PROD.,891.53,51.370
RCPR2416TPPLALM,RUBBERMAID COMMERCIAL PROD.,1561.00,47.000
RCPR25T50PLEGN,,880.67,48.832
RCPR32EGLBK,RUBBERMAID COMMERCIAL PROD.,336.54,22.994
RCPR32EGLW,RUBBERMAID COMMERCIAL PROD.,336.54,25.000
RCPR32MCGL,,719.39,25.000
RCPR32SSSGL,RUBBERMAID COMMERCIAL PROD.,509.52,28.000
RCPR34HT50PL,,2383.13,0.000
RCPR3616TPCPLNB,RUBBERMAID COMMERCIAL PROD.,2182.74,70.000
RCPR36HT2000PL,RUBBERMAID COMMERCIAL PROD.,1604.72,102.000
RCPR36HT201PL,RUBBERMAID COMMERCIAL PROD.,1604.72,102.000
RCPR36HT202PL,,1604.72,90.000
RCPR36HT500PL,,1864.19,90.000
RCPR36HTWUSBKPL,,1688.32,93.000
RCPR38HT2000PL,,2080.87,125.000
RCPR38HT201PL,RUBBERMAID COMMERCIAL PROD.,2080.87,133.000
RCPR38HT500PL,,2222.02,125.000
RCPR38HTWU500PL,,2769.91,128.000
RCPR38SD201PL,,2585.40,133.000
RCPR40201,RUBBERMAID COMMERCIAL PROD.,475.75,28.000
RCPR406000,,475.75,28.000
RCPR40WU201,,657.38,27.500
RCPR40WUSBK,,559.56,28.000
RCPR41201PL,RUBBERMAID COMMERCIAL PROD.,535.51,28.000
RCPR41202PL,,504.58,28.000
RCPR41SBKPL,,389.26,15.000
RCPR41WU2000PL,,686.21,27.800
RCPR41WU201PL,RUBBERMAID COMMERCIAL PROD.,686.21,27.800
RCPR41WU500PL,,801.53,30.500
RCPR48HT201PL,,2294.16,130.000
RCPR48HT500PL,,2827.51,130.000
RCPR5650PL,,1543.97,77.000
RCPR5650PLEGN,,1543.97,77.000
RCPR56SU50PLEGN,,1761.41,77.000
RCPR93400BK,RUBBERMAID COMMERCIAL PROD.,690.56,39.021
RCPR93400SM,,690.56,39.021
RCPRC4,RUBBERMAID COMMERCIAL PROD.,12.61,0.100
RCPRSW2,RUBBERMAID COMMERCIAL PROD.,9.27,0.300
RCPS216,,109.87,1.000
RCPS226,RUBBERMAID COMMERCIAL PROD.,136.59,1.000
RCPS25,RUBBERMAID COMMERCIAL PROD.,54.35,27.000
RCPS299,RUBBERMAID COMMERCIAL PROD.,31.93,0.660
RCPS3EGBKPL,,1004.93,49.934
RCPS3EPBKPL,,1004.93,46.000
RCPS3ETBK,RUBBERMAID COMMERCIAL PROD.,1004.93,46.000
RCPS3ETHBZPL,,961.68,46.000
RCPS3ETSMPL,,961.68,46.000
RCPS3SSGBKPL,,1495.04,46.000
RCPS3SSTBKPL,,1495.04,56.658
RCPS3SSTSSPL,RUBBERMAID COMMERCIAL PROD.,1451.79,46.000
RCPS55ETBK,RUBBERMAID COMMERCIAL PROD.,1326.49,70.000
RCPS55ETSMPLBK,RUBBERMAID COMMERCIAL PROD.,1326.49,70.000
RCPS55ETWSBKPL,,1643.62,70.000
RCPS55SSTSSPL,,2407.61,70.000
RCPSBR52,RUBBERMAID COMMERCIAL PROD.,506.88,35.000
RCPSBR52COB,,506.88,35.000
RCPSBR52EBK,RUBBERMAID COMMERCIAL PROD.,506.88,35.000
RCPSBR52EGRN,RUBBERMAID COMMERCIAL PROD.,506.88,35.000
RCPSBR52RD,,506.88,35.000
RCPSC10EPLSM,,803.04,21.000
RCPSC10EPLTBK,,777.95,21.000
RCPSC10ERBTBK,,741.92,13.117
RCPSC10SSPL,,1037.42,19.000
RCPSC14EPLSM,RUBBERMAID COMMERCIAL PROD.,851.04,30.000
RCPSC14EPLTBK,,851.04,35.000
RCPSC14ERBSM,,786.16,29.000
RCPSC14SSPL,,1211.42,28.219
RCPSC18EPLDP,,1041.41,46.000
RCPSC18EPLSM,RUBBERMAID COMMERCIAL PROD.,1041.41,38.000
RCPSC18EPLTBK,,1041.41,46.000
RCPSC18ERBSM,,926.09,39.000
RCPSC18ERBTBK,,926.09,39.000
RCPSC18SSPL,,1618.01,44.000
RCPSC22EPLDP,,1348.25,60.000
RCPSC22EPLSM,,1348.25,60.000
RCPSC22EPLTBK,,1348.25,60.000
RCPSC22ERBSM,,1198.31,51.000
RCPSH12EPLDP,,567.11,25.000
RCPSH12EPLSM,RUBBERMAID COMMERCIAL PROD.,567.11,25.000
RCPSH12EPLTBK,,567.11,25.000
RCPSH12SSPL,RUBBERMAID COMMERCIAL PROD.,884.24,26.000
RCPSO1220B,RUBBERMAID COMMERCIAL PROD.,490.08,28.000
RCPSO12SSS,RUBBERMAID COMMERCIAL PROD.,807.21,28.000
RCPSO1610GLBLK,,390.26,24.000
RCPSO1620GLANT,,390.26,24.000
RCPSO16EGL,,390.26,22.002
RCPSO16SBSGL,,768.37,24.000
RCPSO16SSSGL,RUBBERMAID COMMERCIAL PROD.,678.56,27.000
RCPSO16SUEGL,RUBBERMAID COMMERCIAL PROD.,492.13,24.000
RCPSO16SUSSSGL,,765.05,22.000
RCPSO17SBBRGL,,470.77,27.000
RCPSO17SUSBBR,,586.71,27.000
RCPSO17SUSCGRGL,RUBBERMAID COMMERCIAL PROD.,586.71,27.000
RCPSO810BPL,RUBBERMAID COMMERCIAL PROD.,409.39,15.000
RCPSO820A,,422.59,26.000
RCPSO820BPL,RUBBERMAID COMMERCIAL PROD.,409.39,37.000
RCPSO820PLANT,RUBBERMAID COMMERCIAL PROD.,409.39,26.000
RCPSO8SBS,,769.76,25.000
RCPSO8SSSPL,RUBBERMAID COMMERCIAL PROD.,697.69,16.000
RCPSO8SU20BPL,RUBBERMAID COMMERCIAL PROD.,525.33,26.000
RCPSO8SUSBSPL,,813.91,0.000
RCPSO8SUSSSPL,,813.63,25.000
RCPSR14EPLDP,,924.89,34.000
RCPSR14EPLSM,RUBBERMAID COMMERCIAL PROD.,924.89,28.000
RCPSR14EPLTBK,,924.89,34.000
RCPSR14ERBSM,,860.03,28.880
RCPSR14SSPL,,1285.26,0.000
RCPSR18EPLDP,,1075.01,34.000
RCPSR18EPLSM,RUBBERMAID COMMERCIAL PROD.,1041.41,43.000
RCPSR18ERBSM,,926.09,1.000
RCPSR18ERBTBK,,926.09,35.000
RCPSR18SSPL,,1618.01,42.000
RCPST12EPLRD,RUBBERMAID COMMERCIAL PROD.,414.13,23.238
RCPST12EPLWH,RUBBERMAID COMMERCIAL PROD.,414.13,37.890
RCPST12ERBRD,RUBBERMAID COMMERCIAL PROD.,364.37,20.000
RCPST12ERBWHI,RUBBERMAID COMMERCIAL PROD.,364.37,87.070
RCPST12SSPL,RUBBERMAID COMMERCIAL PROD.,745.67,22.000
RCPST12SSRB,RUBBERMAID COMMERCIAL PROD.,695.92,20.000
RCPST24EPLRD,RUBBERMAID COMMERCIAL PROD.,616.44,30.235
RCPST24EPLWH,RUBBERMAID COMMERCIAL PROD.,616.44,59.160
RCPST24ERBRED,RUBBERMAID COMMERCIAL PROD.,525.26,29.000
RCPST24ERBWHI,RUBBERMAID COMMERCIAL PROD.,525.26,86.230
RCPST24SSPL,RUBBERMAID COMMERCIAL PROD.,1097.18,36.000
RCPST24SSRB,RUBBERMAID COMMERCIAL PROD.,1005.98,26.000
RCPST35EGLRED,,192.73,8.000
RCPST35EGLWHI,,192.73,1.000
RCPST35EPLRD,RUBBERMAID COMMERCIAL PROD.,192.73,8.000
RCPST35EPLRED,,192.73,1.000
RCPST35EPLWHI,,192.73,1.000
RCPST35SSGL,,375.07,1.000
RCPST35SSPL,RUBBERMAID COMMERCIAL PROD.,375.07,9.000
RCPST40EPLWH,RUBBERMAID COMMERCIAL PROD.,888.55,46.000
RCPST40ERBRED,RUBBERMAID COMMERCIAL PROD.,706.18,37.000
RCPST40ERBWHI,,706.18,37.000
RCPST40EWPLRED,RUBBERMAID COMMERCIAL PROD.,888.55,50.000
RCPST40EWPLWHI,,888.55,50.000
RCPST40EWRBRED,,706.18,41.000
RCPST40EWRBWHI,,706.18,42.108
RCPST40SSPL,RUBBERMAID COMMERCIAL PROD.,1833.43,46.000
RCPST40SSRB,,1651.09,39.000
RCPST5EGLRED,RUBBERMAID COMMERCIAL PROD.,244.00,10.000
RCPST5EGLWH,,251.87,10.000
RCPST7EPLRED,RUBBERMAID COMMERCIAL PROD.,388.74,19.000
RCPST7EPLWHI,RUBBERMAID COMMERCIAL PROD.,388.74,19.000
RCPST7ERDPL,RUBBERMAID COMMERCIAL PROD.,388.74,28.240
RCPST7EWHPL,RUBBERMAID COMMERCIAL PROD.,388.74,16.000
RCPST7SSPL,RUBBERMAID COMMERCIAL PROD.,687.15,18.000
RCPST7SSRB,RUBBERMAID COMMERCIAL PROD.,645.67,17.000
RCPT11000GY,RUBBERMAID COMMERCIAL PROD.,57.16,0.670
RCPT120,RUBBERMAID COMMERCIAL PROD.,67.58,0.670
RCPT130,RUBBERMAID COMMERCIAL PROD.,82.77,1.000
RCPT1414ERB,,480.67,23.000
RCPT1414ERBWH,RUBBERMAID COMMERCIAL PROD.,484.28,25.000
RCPT1424EPL,,572.38,36.000
RCPT1424ERBWH,RUBBERMAID COMMERCIAL PROD.,527.80,30.000
RCPT1424SSPL,RUBBERMAID COMMERCIAL PROD.,988.07,36.000
RCPT1424SSRB,RUBBERMAID COMMERCIAL PROD.,920.61,25.000
RCPT1940EPL,RUBBERMAID COMMERCIAL PROD.,787.09,47.178
RCPT1940ERBWH,RUBBERMAID COMMERCIAL PROD.,667.15,35.500
RCPT1940SSPL,,1446.70,46.297
RCPT1940SSRB,RUBBERMAID COMMERCIAL PROD.,1326.80,36.000
RCPT199,RUBBERMAID COMMERCIAL PROD.,21.55,0.158
RCPT20006,RUBBERMAID COMMERCIAL PROD.,233.43,1.180
RCPT20106,RUBBERMAID COMMERCIAL PROD.,304.30,1.650
RCPT255,RUBBERMAID COMMERCIAL PROD.,299.46,14.138
RCPT256,RUBBERMAID COMMERCIAL PROD.,317.32,1.250
RCPT256EA,,27.30,1.000
RCPT300,RUBBERMAID COMMERCIAL PROD.,954.93,12.000
RCPT300EA,,82.15,1.000
RCPT301,RUBBERMAID COMMERCIAL PROD.,1238.02,14.976
RCPT410,RUBBERMAID COMMERCIAL PROD.,77.23,1.100
RCPT499,RUBBERMAID COMMERCIAL PROD.,18.57,0.418
RCPT81206GRE,RUBBERMAID COMMERCIAL PROD.,237.89,4.728
RCPT813CT,,284.76,5.800
RCPT85206GRE,RUBBERMAID COMMERCIAL PROD.,250.92,4.864
RCPT85306GRECT,,304.30,4.500
RCPU110,RUBBERMAID COMMERCIAL PROD.,18.20,2.300
RCPU120,RUBBERMAID COMMERCIAL PROD.,25.98,0.430
RCPU130,RUBBERMAID COMMERCIAL PROD.,25.29,0.300
RCPU13067,,66.46,3.000
RCPU210,RUBBERMAID COMMERCIAL PROD.,42.94,0.432
RCPU650SA,,271.93,4.000
RCPU71528BLUCT,,559.40,29.000
RCPU718MC,,63.39,4.000
RCPUB1900SSS,RUBBERMAID COMMERCIAL PROD.,315.27,6.000
RCPV116,RUBBERMAID COMMERCIAL PROD.,90.03,1.000
RCPV117,RUBBERMAID COMMERCIAL PROD.,98.21,1.250
RCPV118,RUBBERMAID COMMERCIAL PROD.,114.87,1.500
RCPV118EA,,9.57,1.000
RCPV119,RUBBERMAID COMMERCIAL PROD.,140.37,21.000
RCPV156,RUBBERMAID COMMERCIAL PROD.,104.80,10.800
RCPV157,RUBBERMAID COMMERCIAL PROD.,111.23,12.000
RCPV158,RUBBERMAID COMMERCIAL PROD.,132.70,1.500
RCPV158EA,,11.06,1.000
RCPV159,RUBBERMAID COMMERCIAL PROD.,159.02,1.910
RCPV416,RUBBERMAID COMMERCIAL PROD.,154.38,1.000
RCPV417,RUBBERMAID COMMERCIAL PROD.,175.96,15.000
RCPV418,RUBBERMAID COMMERCIAL PROD.,209.80,1.500
RCPV419,RUBBERMAID COMMERCIAL PROD.,261.14,17.630
RCPWB2029AL,,105.03,9.330
RCPWB2029BK,RUBBERMAID COMMERCIAL PROD.,315.08,28.000
RCPWB2029GRACT,,315.08,28.000
RCPWB26AL,RUBBERMAID COMMERCIAL PROD.,38.97,4.000
RCPWB26BK,RUBBERMAID COMMERCIAL PROD.,38.97,4.000
RCPWB26BKCT,RUBBERMAID COMMERCIAL PROD.,194.88,24.000
RCPWB26GY,RUBBERMAID COMMERCIAL PROD.,38.97,3.000
RCPWB29RSS,RUBBERMAID COMMERCIAL PROD.,150.38,4.200
RCPWB30RAL,RUBBERMAID COMMERCIAL PROD.,93.19,15.000
RCPWB30RBK,RUBBERMAID COMMERCIAL PROD.,93.19,15.000
RCPWB30RGY,RUBBERMAID COMMERCIAL PROD.,93.19,15.000
RCPWB44BLACT,,189.25,15.000
RCPWB96RALCT,RUBBERMAID COMMERCIAL PROD.,570.18,36.600
RCPWB96RBLACT,RUBBERMAID COMMERCIAL PROD.,593.06,37.000
RCPWB96RGR,,197.69,12.333
RCPWHB14EBK,RUBBERMAID COMMERCIAL PROD.,118.08,7.011
RCPWHB14SS,RUBBERMAID COMMERCIAL PROD.,165.95,7.011
RCPWMB20BK,RUBBERMAID COMMERCIAL PROD.,44.18,1.416
RCPWMB20BKCT,RUBBERMAID COMMERCIAL PROD.,220.55,0.000
RCPWMB20SLCT,RUBBERMAID COMMERCIAL PROD.,254.82,9.250
RCPWMB30RBK,RUBBERMAID COMMERCIAL PROD.,189.25,9.000
RCPWU1,,190.06,10.000
RCPWU3,,224.01,1.000
RUB04050601CT,RUBBERMAID,166.32,6.678
RUB09760692CT,RUBBERMAID,366.12,11.968
RUB1026CT,RUBBERMAID,39.96,0.000
RUB1034CT,RUBBERMAID,54.60,0.000
RUB1170BLACT,RUBBERMAID,234.36,4.800
RUB156006MODBL,RUBBERMAID,18.84,10.600
RUB16100111,RUBBERMAID COMMERCIAL PROD.,107.43,10.950
RUB1610ISORAN,RUBBERMAID COMMERCIAL PROD.,110.74,10.464
RUB1610ORG,RUBBERMAID COMMERCIAL PROD.,144.28,10.800
RUB164002331,RUBBERMAID,76.08,3.181
RUB16550111,RUBBERMAID,100.46,8.646
RUB16830111,RUBBERMAID COMMERCIAL PROD.,49.17,5.022
RUB1683ISORAN,RUBBERMAID COMMERCIAL PROD.,47.68,5.198
RUB1683ORG,RUBBERMAID,65.75,4.870
RUB2212CPSTE,RUBBERMAID,31.50,4.583
RUB2214TPSTE,RUBBERMAID,28.44,4.220
RUB2215CPSTE,RUBBERMAID,32.70,3.500
RUB2385WHICT,RUBBERMAID,97.68,11.450
RUB2463DIM,RUBBERMAID,124.51,13.378
RUB2806TPWHICT,RUBBERMAID,129.78,13.920
RUB284187WHICT,RUBBERMAID,243.90,28.800
RUB2919RDWHICT,RUBBERMAID,47.70,0.610
RUB2B41WHICT,RUBBERMAID,156.24,18.890
RUB3747,RUBBERMAID,1272.36,97.700
RUB374701OLVSS,RUBBERMAID,446.61,93.850
RUB3748,RUBBERMAID,886.50,52.200
RUB3Q31CLE,RUBBERMAID COMMERCIAL PROD.,50.90,4.000
RUB7085,RUBBERMAID,273.86,36.946
RUBFG198200TRWH,RUBBERMAID,184.41,22.150
